Year,App.,Taxon,Class,Importer,Exporter,Exporter reported quantity,Term,Purpose,Source
2001,I,Aquila spp.,Aves,FR,CA,,feathers,Q,O
2001,I,Aquila heliaca,Aves,BE,AE,,live,P,C
2001,I,Aquila heliaca,Aves,BE,KZ,,bodies,E,C
2001,I,Aquila heliaca,Aves,BE,RU,1,live,Z,F
2001,I,Aquila heliaca,Aves,US,KZ,57,specimens,S,W
2001,I,Haliaeetus albicilla,Aves,AT,KZ,1,live,B,F
2001,I,Haliaeetus albicilla,Aves,AT,KZ,1,live,P,F
2001,I,Haliaeetus albicilla,Aves,AT,KZ,1,live,P,W
2001,I,Haliaeetus albicilla,Aves,BE,KZ,,live,B,C
2001,I,Haliaeetus albicilla,Aves,BE,KZ,3,live,Z,C
2001,I,Haliaeetus albicilla,Aves,GB,GB,,bodies,,I
2001,I,Haliaeetus albicilla,Aves,GB,KZ,3,live,T,C
2001,I,Haliaeetus albicilla,Aves,GB,RU,5,live,B,C
2001,I,Haliaeetus albicilla,Aves,GL,DK,12,bodies,S,W
2001,I,Haliaeetus albicilla,Aves,IL,CZ,1,live,N,C
2001,I,Haliaeetus albicilla,Aves,IL,NL,2,live,N,C
2001,I,Haliaeetus albicilla,Aves,MY,SG,2,live,Q,C
2001,I,Haliaeetus albicilla,Aves,SG,MY,,live,Q,C
2001,I,Haliaeetus albicilla,Aves,US,KZ,89,feathers,S,W
2001,I,Haliaeetus albicilla,Aves,US,KZ,,specimens,S,W
2001,I,Haliaeetus leucocephalus,Aves,CA,NL,,live,B,C
2001,I,Haliaeetus leucocephalus,Aves,CA,US,6,feathers,P,W
2001,I,Haliaeetus leucocephalus,Aves,CH,CZ,2,live,B,C
2001,I,Haliaeetus leucocephalus,Aves,CH,CZ,,live,Z,C
2001,I,Haliaeetus leucocephalus,Aves,CH,DE,1,live,T,C
2001,I,Haliaeetus leucocephalus,Aves,CH,DE,,live,Z,C
2001,I,Haliaeetus leucocephalus,Aves,CL,CA,3290,specimens,S,W
2001,I,Haliaeetus leucocephalus,Aves,DE,CA,,feathers,P,W
2001,I,Haliaeetus leucocephalus,Aves,DE,US,30,feathers,P,W
2001,I,Haliaeetus leucocephalus,Aves,FI,RU,11,feathers,Q,O
2001,I,Haliaeetus leucocephalus,Aves,FR,CZ,2,live,Z,C
2001,I,Haliaeetus leucocephalus,Aves,MY,SG,2,live,Q,C
2001,I,Haliaeetus leucocephalus,Aves,NL,CA,,live,B,C
2001,I,Haliaeetus leucocephalus,Aves,NZ,CA,,feathers,,I
2001,I,Haliaeetus leucocephalus,Aves,NZ,US,,feathers,,I
2001,I,Haliaeetus leucocephalus,Aves,RU,CA,1,live,Z,W
2001,I,Haliaeetus leucocephalus,Aves,SG,CA,,live,Z,W
2001,I,Haliaeetus leucocephalus,Aves,SG,MY,,live,Q,C
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,I
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,W
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,I
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,claws,L,W
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,H,W
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,I
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,W
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,T,W
2001,I,Haliaeetus leucocephalus,Aves,US,CA,2,live,B,C
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,unspecified,L,W
2001,I,Haliaeetus leucocephalus,Aves,US,CA,,unspecified,P,W
2001,I,Harpia harpyja,Aves,BR,PT,1,feathers,E,W
2001,I,Harpia harpyja,Aves,FR,CH,,feathers,T,O
2001,I,Harpia harpyja,Aves,GB,BR,1,feathers,E,W
2001,I,Harpia harpyja,Aves,GB,BR,,feathers,Q,O
2001,I,Harpia harpyja,Aves,PA,US,1,live,S,W
2001,I,Harpia harpyja,Aves,PA,US,,live,S,
2001,I,Harpia harpyja,Aves,PA,US,1,live,S,W
2001,I,Harpia harpyja,Aves,PA,US,,live,S,
2001,I,Harpia harpyja,Aves,PA,US,1,live,S,W
2001,I,Harpia harpyja,Aves,PA,US,,live,S,
2001,I,Harpia harpyja,Aves,PA,US,1,live,S,W
2001,I,Harpia harpyja,Aves,PA,US,2,live,S,F
2001,I,Harpia harpyja,Aves,PA,US,,live,S,
2001,I,Harpia harpyja,Aves,PT,BR,,feathers,E,W
2001,I,Harpia harpyja,Aves,US,BR,,feathers,E,W
2001,I,Harpia harpyja,Aves,US,BR,2,feathers,E,W
2001,I,Acipenser sturio,Actinopteri,CA,FR,,live,E,F
2001,I,Acipenser sturio,Actinopteri,CA,FR,3,specimens,L,C
2001,I,Acipenser sturio,Actinopteri,HU,FR,,derivatives,S,W
2001,I,Acipenser sturio,Actinopteri,HU,FR,,derivatives,T,W
2001,I,Acipenser sturio,Actinopteri,HU,FR,200,specimens,L,W
2001,I,Acipenser sturio,Actinopteri,PL,GE,,eggs (live),S,F
2001,I,Agave spp.,,CH,BE,903,live,T,A
2001,I,Agave spp.,,NO,BE,80,live,T,A
2001,I,Agave parviflora,,CH,ES,6,live,T,A
2001,I,Agave parviflora,,CH,ES,,live,,A
2001,I,Agave parviflora,,DE,MC,,live,T,A
2001,I,Agave parviflora,,DE,MC,3,live,T,D
2001,I,Agave parviflora,,DE,US,20,seeds,T,D
2001,I,Agave parviflora,,FR,US,100,seeds,T,A
2001,I,Agave parviflora,,FR,US,360,seeds,T,D
2001,I,Agave parviflora,,GB,US,20,seeds,T,A
2001,I,Agave parviflora,,GB,US,100,seeds,T,D
2001,I,Agave parviflora,,IT,US,20,seeds,T,D
2001,I,Agave parviflora,,KR,DE,2,live,T,D
2001,I,Agave parviflora,,MC,DE,4,live,T,D
2001,I,Agave parviflora,,MT,IT,,live,T,I
2001,I,Agave parviflora,,NL,US,20,seeds,T,A
2001,I,Agave parviflora,,NZ,US,,seeds,T,A
2001,I,Agave parviflora,,NZ,US,1205,seeds,T,D
2001,I,Agave parviflora,,TH,US,400,seeds,T,D
2001,I,Agave parviflora,,UA,US,20,seeds,T,D
2001,I,Ailurus fulgens,Mammalia,AU,NZ,2,live,Z,C
2001,I,Ailurus fulgens,Mammalia,CA,JP,,live,B,C
2001,I,Ailurus fulgens,Mammalia,CH,ES,,live,Z,C
2001,I,Ailurus fulgens,Mammalia,CH,NL,1,live,Z,C
2001,I,Ailurus fulgens,Mammalia,ES,HR,1,live,Z,C
2001,I,Ailurus fulgens,Mammalia,JP,CN,,live,Z,C
2001,I,Ailurus fulgens,Mammalia,NL,NO,2,live,Z,C
2001,I,Ailurus fulgens,Mammalia,NZ,AU,1,live,T,C
2001,I,Ailurus fulgens,Mammalia,NZ,AU,1,live,Z,C
2001,I,Ailurus fulgens,Mammalia,RU,CN,,live,Z,F
2001,I,Ailurus fulgens,Mammalia,SI,GB,,live,Z,C
2001,I,Alligator sinensis,Reptilia,CH,ES,2,live,T,D
2001,I,Alligator sinensis,Reptilia,CH,ES,,live,Z,D
2001,I,Alligator sinensis,Reptilia,CZ,CN,2,live,Z,C
2001,I,Alligator sinensis,Reptilia,DE,DK,2,live,T,C
2001,I,Alligator sinensis,Reptilia,DK,CN,,live,B,D
2001,I,Alligator sinensis,Reptilia,DK,CN,10,live,S,D
2001,I,Alligator sinensis,Reptilia,DK,RU,1,live,Z,C
2001,I,Alligator sinensis,Reptilia,ES,CN,52,live,T,D
2001,I,Alligator sinensis,Reptilia,NL,DK,1,live,T,C
2001,I,Alligator sinensis,Reptilia,RU,DK,,live,Z,C
2001,I,Caiman latirostris,Reptilia,GB,XX,,bodies,,I
2001,I,Caiman latirostris,Reptilia,US,NI,,bodies,P,I
2001,I,Anas laysanensis,Aves,CH,NL,4,live,T,C
2001,I,Asarcornis scutulata,Aves,US,ID,,feathers,S,I
2001,I,Branta canadensis leucopareia,Aves,RU,US,,live,B,W
2001,I,Branta canadensis leucopareia,Aves,RU,US,18,live,S,W
2001,I,Branta canadensis leucopareia,Aves,TH,NL,4,live,T,C
2001,I,Branta sandvicensis,Aves,AE,GB,2,live,B,C
2001,I,Branta sandvicensis,Aves,CH,NL,11,live,T,C
2001,I,Branta sandvicensis,Aves,CZ,NL,2,live,T,C
2001,I,Branta sandvicensis,Aves,GB,JE,12,live,Z,C
2001,I,Branta sandvicensis,Aves,IM,GB,,live,Z,C
2001,I,Branta sandvicensis,Aves,NO,DK,6,live,B,C
2001,I,Branta sandvicensis,Aves,PL,CZ,1,live,Z,C
2001,I,Branta sandvicensis,Aves,TR,BE,4,live,T,C
2001,I,Cygnus melancoryphus,Aves,CN,NL,,live,Z,C
2001,I,Pachypodium ambongense,,DE,CH,,live,G,A
2001,I,Pachypodium ambongense,,DE,CH,10,live,,A
2001,I,Pachypodium baronii,,AU,MT,40,seeds,T,D
2001,I,Pachypodium baronii,,CH,DE,1,live,T,D
2001,I,Pachypodium baronii,,CH,DE,,live,,A
2001,I,Pachypodium baronii,,DE,CH,,live,G,A
2001,I,Pachypodium baronii,,DE,CH,,live,T,A
2001,I,Pachypodium baronii,,DE,CH,150,live,,A
2001,I,Pachypodium baronii,,DE,MC,,live,T,A
2001,I,Pachypodium baronii,,DE,MC,3,live,T,D
2001,I,Pachypodium baronii,,ES,MT,20,seeds,T,D
2001,I,Pachypodium baronii,,FR,MT,1000,seeds,T,D
2001,I,Pachypodium baronii,,MC,DE,8,live,T,D
2001,I,Pachypodium baronii,,MX,DE,1,live,T,D
2001,I,Pachypodium baronii,,NZ,US,,seeds,,I
2001,I,Pachypodium baronii,,TH,MT,200,seeds,T,D
2001,I,Pachypodium baronii,,US,CH,50,live,,A
2001,I,Pachypodium baronii,,ZA,CH,11,live,,A
2001,I,Pachypodium decaryi,,DE,CH,,live,G,A
2001,I,Pachypodium decaryi,,DE,CH,,live,T,A
2001,I,Pachypodium decaryi,,DE,CH,35,live,,A
2001,I,Pachypodium decaryi,,MC,DE,4,live,T,D
2001,I,Pachypodium decaryi,,US,CH,,live,T,D
2001,I,Pachypodium decaryi,,US,CH,100,live,,A
2001,I,Araucaria spp.,,CH,BE,72,live,T,A
2001,I,Araucaria spp.,,EE,BE,6,live,T,A
2001,I,Araucaria araucana,,CH,NL,,live,,A
2001,I,Araucaria araucana,,ES,CL,80,seeds,S,W
2001,I,Araucaria araucana,,FR,CL,,live,G,W
2001,I,Araucaria araucana,,FR,CL,4,live,S,W
2001,I,Araucaria araucana,,FR,CL,10,live,T,D
2001,I,Araucaria araucana,,FR,CL,,seeds,G,W
2001,I,Araucaria araucana,,FR,CL,50,seeds,S,W
2001,I,Araucaria araucana,,IT,CL,3,live,T,D
2001,I,Araucaria araucana,,MT,NL,,live,T,A
2001,I,Araucaria araucana,,NL,NZ,18000,live,T,A
2001,I,Araucaria araucana,,US,CA,1,live,T,A
2001,I,Araucaria araucana,,US,NL,,seeds,T,A
2001,I,Araucaria araucana,,US,NL,,live,T,I
2001,I,Alouatta palliata,Mammalia,PA,MX,,specimens,S,
2001,I,Ateles geoffroyi ornatus,Mammalia,PA,US,,specimens,S,
2001,I,Brachyteles arachnoides,Mammalia,US,BR,,specimens,S,C
2001,I,Brachyteles arachnoides,Mammalia,US,BR,,specimens,S,W
2001,I,Balaena mysticetus,Mammalia,CA,GL,,specimens,S,W
2001,I,Balaena mysticetus,Mammalia,CA,GL,32,specimens,S,W
2001,I,Balaena mysticetus,Mammalia,CA,US,1,unspecified,T,O
2001,I,Balaena mysticetus,Mammalia,CA,US,,bones,Q,O
2001,I,Balaena mysticetus,Mammalia,CA,US,,carvings,Q,O
2001,I,Balaena mysticetus,Mammalia,CA,US,12,specimens,S,W
2001,I,Balaena mysticetus,Mammalia,DK,GL,3,bones,E,W
2001,I,Balaena mysticetus,Mammalia,DK,GL,4,bones,S,W
2001,I,Balaena mysticetus,Mammalia,DK,GL,,carvings,E,W
2001,I,Balaena mysticetus,Mammalia,FI,RU,18,carvings,Q,O
2001,I,Balaena mysticetus,Mammalia,US,CA,,bone carvings,P,I
2001,I,Balaena mysticetus,Mammalia,US,CA,,bone pieces,P,I
2001,I,Balaena mysticetus,Mammalia,US,CA,,unspecified,P,I
2001,I,Balaena mysticetus,Mammalia,US,CA,,bone carvings,E,W
2001,I,Balaena mysticetus,Mammalia,US,CA,,bone carvings,P,I
2001,I,Balaena mysticetus,Mammalia,US,CA,,bone carvings,E,O
2001,I,Balaena mysticetus,Mammalia,US,CA,,bone carvings,T,O
2001,I,Balaena mysticetus,Mammalia,US,RU,,specimens,S,W
2001,I,Balaena mysticetus,Mammalia,XX,CA,8,carvings,Q,O
2001,I,Balaenidae spp.,Mammalia,CH,BE,2,carvings,T,O
2001,I,Eubalaena australis,Mammalia,CA,BR,100,specimens,S,W
2001,I,Eubalaena australis,Mammalia,US,AU,,specimens,S,W
2001,I,Eubalaena glacialis,Mammalia,CA,US,15,specimens,S,W
2001,I,Eubalaena glacialis,Mammalia,CA,US,,specimens,S,W
2001,I,Eubalaena glacialis,Mammalia,CA,US,,specimens,S,W
2001,I,Eubalaena glacialis,Mammalia,CA,US,51,specimens,S,W
2001,I,Balaenoptera spp.,Mammalia,US,CA,,teeth,P,I
2001,I,Balaenoptera spp.,Mammalia,US,CA,,unspecified,P,I
2001,I,Balaenoptera spp.,Mammalia,US,CA,,unspecified,P,I
2001,I,Balaenoptera spp.,Mammalia,US,CA,,unspecified,P,U
2001,I,Balaenoptera acutorostrata,Mammalia,CA,NO,1100,specimens,S,W
2001,I,Balaenoptera acutorostrata,Mammalia,DE,NO,20,specimens,S,W
2001,I,Balaenoptera acutorostrata,Mammalia,DK,GL,1,carvings,P,W
2001,I,Balaenoptera acutorostrata,Mammalia,JP,BR,10,specimens,S,W
2001,I,Balaenoptera acutorostrata,Mammalia,JP,NO,80,specimens,S,W
2001,I,Balaenoptera acutorostrata,Mammalia,JP,ZZ,,bodies,S,W
2001,I,Balaenoptera acutorostrata,Mammalia,JP,ZZ,,skin pieces,S,W
2001,I,Balaenoptera acutorostrata,Mammalia,US,AQ,,specimens,S,W
2001,I,Balaenoptera acutorostrata,Mammalia,US,AU,3,specimens,S,W
2001,I,Balaenoptera bonaerensis,Mammalia,JP,ZZ,,bodies,S,W
2001,I,Balaenoptera bonaerensis,Mammalia,JP,ZZ,,skin pieces,S,W
2001,I,Balaenoptera bonaerensis,Mammalia,US,AU,,specimens,S,W
2001,I,Balaenoptera borealis,Mammalia,US,CA,2,bones,S,W
2001,I,Balaenoptera borealis,Mammalia,US,CA,1.36,specimens,S,W
2001,I,Balaenoptera borealis,Mammalia,US,CA,57,specimens,S,W
2001,I,Balaenoptera edeni,Mammalia,CN,MO,,specimens,S,W
2001,I,Balaenoptera edeni,Mammalia,JP,ZZ,,bodies,S,W
2001,I,Balaenoptera edeni,Mammalia,JP,ZZ,,skin pieces,S,W
2001,I,Balaenoptera edeni,Mammalia,US,AN,,specimens,S,W
2001,I,Balaenoptera edeni,Mammalia,US,MX,6,specimens,S,W
2001,I,Balaenoptera musculus,Mammalia,JP,ZZ,,skin pieces,S,W
2001,I,Balaenoptera musculus,Mammalia,US,AU,,specimens,S,W
2001,I,Balaenoptera musculus,Mammalia,US,CA,10,specimens,S,W
2001,I,Balaenoptera musculus,Mammalia,US,JP,22,specimens,S,W
2001,I,Balaenoptera musculus,Mammalia,US,MV,,specimens,S,W
2001,I,Balaenoptera musculus,Mammalia,US,MX,24,specimens,S,W
2001,I,Balaenoptera musculus,Mammalia,US,XX,,specimens,S,W
2001,I,Balaenoptera musculus,Mammalia,US,XX,,specimens,S,W
2001,I,Balaenoptera physalus,Mammalia,CA,US,,specimens,S,W
2001,I,Balaenoptera physalus,Mammalia,DK,GL,1,bones,P,W
2001,I,Balaenoptera physalus,Mammalia,DK,GL,1,bones,S,W
2001,I,Balaenoptera physalus,Mammalia,HK,HR,1,specimens,S,W
2001,I,Balaenoptera physalus,Mammalia,JP,ZZ,,skin pieces,S,W
2001,I,Balaenoptera physalus,Mammalia,US,CA,3,specimens,S,W
2001,I,Balaenoptera physalus,Mammalia,US,XX,,specimens,S,W
2001,I,Balaenoptera physalus,Mammalia,US,XX,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,CA,US,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,CA,US,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,CA,US,2,wax,S,W
2001,I,Megaptera novaeangliae,Mammalia,JP,ZZ,,skin pieces,S,W
2001,I,Megaptera novaeangliae,Mammalia,NZ,CK,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,NZ,FR,14,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,NZ,NC,130,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,NZ,PF,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,NZ,US,2,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,NZ,US,26,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,AQ,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,AU,1,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,BJ,5,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,CA,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,CA,4,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,FR,35,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,GA,26,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,JP,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,MG,280,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,MX,126,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,OM,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,OM,,specimens,S,W
2001,I,Megaptera novaeangliae,Mammalia,US,XX,,specimens,S,W
2001,I,Acrantophis dumerili,Reptilia,CA,US,,live,B,F
2001,I,Acrantophis dumerili,Reptilia,CA,US,2,live,Z,F
2001,I,Acrantophis dumerili,Reptilia,CH,DE,1,live,T,C
2001,I,Acrantophis madagascariensis,Reptilia,CH,DE,,live,P,C
2001,I,Acrantophis madagascariensis,Reptilia,CH,DE,1,live,T,C
2001,I,Acrantophis madagascariensis,Reptilia,DE,MG,,bodies,S,W
2001,I,Acrantophis madagascariensis,Reptilia,FR,CH,5,live,,F
2001,I,Boa constrictor occidentalis,Reptilia,CA,US,,live,B,F
2001,I,Boa constrictor occidentalis,Reptilia,DK,DE,,live,T,C
2001,I,Boa constrictor occidentalis,Reptilia,US,XX,,skins,P,I
2001,I,Epicrates inornatus,Reptilia,CA,DE,,live,B,C
2001,I,Epicrates inornatus,Reptilia,DE,DK,4,live,T,C
2001,I,Epicrates subflavus,Reptilia,DK,DE,,live,T,C
2001,I,Epicrates subflavus,Reptilia,DK,GB,,live,T,C
2001,I,Sanzinia madagascariensis,Reptilia,CA,NL,,live,B,C
2001,I,Sanzinia madagascariensis,Reptilia,CA,NL,4,live,T,C
2001,I,Sanzinia madagascariensis,Reptilia,DE,DK,4,live,T,C
2001,I,Sanzinia madagascariensis,Reptilia,DE,MG,,bodies,S,W
2001,I,Sanzinia madagascariensis,Reptilia,DK,DE,,live,B,C
2001,I,Sanzinia madagascariensis,Reptilia,JE,GB,,live,B,W
2001,I,Sanzinia madagascariensis,Reptilia,US,MG,,specimens,S,W
2001,I,Sanzinia madagascariensis,Reptilia,ZA,NL,4,live,Z,I
2001,I,Casarea dussumieri,Reptilia,MX,JE,1,skins,S,W
2001,I,Casarea dussumieri,Reptilia,MX,JE,2,skins,S,C
2001,I,Addax nasomaculatus,Mammalia,CA,US,,skins,H,F
2001,I,Addax nasomaculatus,Mammalia,CA,US,,skulls,H,F
2001,I,Addax nasomaculatus,Mammalia,CA,US,,trophies,H,F
2001,I,Addax nasomaculatus,Mammalia,CH,FR,,skulls,T,O
2001,I,Addax nasomaculatus,Mammalia,CH,FR,1,trophies,P,O
2001,I,Addax nasomaculatus,Mammalia,CZ,DE,1,live,Z,C
2001,I,Addax nasomaculatus,Mammalia,CZ,NL,2,live,Z,C
2001,I,Addax nasomaculatus,Mammalia,ES,US,3,trophies,H,F
2001,I,Addax nasomaculatus,Mammalia,ES,US,1,trophies,H,R
2001,I,Addax nasomaculatus,Mammalia,FR,US,2,trophies,H,C
2001,I,Addax nasomaculatus,Mammalia,FR,US,,trophies,H,F
2001,I,Addax nasomaculatus,Mammalia,GR,ZA,1,trophies,H,F
2001,I,Addax nasomaculatus,Mammalia,GR,ZA,,trophies,H,R
2001,I,Addax nasomaculatus,Mammalia,NL,PL,1,live,Z,C
2001,I,Addax nasomaculatus,Mammalia,PT,CZ,2,live,T,C
2001,I,Addax nasomaculatus,Mammalia,QA,IL,6,live,Z,C
2001,I,Addax nasomaculatus,Mammalia,SV,US,1,trophies,H,C
2001,I,Addax nasomaculatus,Mammalia,SV,US,,trophies,H,F
2001,I,Bos gaurus,Mammalia,CA,US,,specimens,S,C
2001,I,Bos gaurus,Mammalia,FR,DK,3,live,Z,C
2001,I,Bos gaurus,Mammalia,TH,MY,1,live,Z,C
2001,I,Bos gaurus,Mammalia,US,GB,1,carvings,T,O
2001,I,Bos mutus,Mammalia,DK,EE,1,hair products,E,I
2001,I,Bos mutus,Mammalia,EE,DK,,hair products,E,I
2001,I,Bubalus depressicornis,Mammalia,ES,CZ,1,live,Z,C
2001,I,Bubalus depressicornis,Mammalia,GB,ID,25,specimens,S,W
2001,I,Bubalus depressicornis,Mammalia,US,LA,,horns,P,U
2001,I,Capra falconeri,Mammalia,CA,US,,live,B,C
2001,I,Capra falconeri,Mammalia,CA,US,1,live,Z,C
2001,I,Capra falconeri,Mammalia,CZ,DE,1,live,Z,C
2001,I,Capra falconeri,Mammalia,DE,PK,,skins,H,W
2001,I,Capra falconeri,Mammalia,DE,PK,,skulls,H,W
2001,I,Capra falconeri,Mammalia,DE,PK,,trophies,H,W
2001,I,Capra falconeri,Mammalia,DE,PK,2,trophies,P,W
2001,I,Capra falconeri,Mammalia,DK,PK,,trophies,H,W
2001,I,Capra falconeri,Mammalia,DK,PK,2,trophies,P,W
2001,I,Capra falconeri,Mammalia,DK,PK,,trophies,T,W
2001,I,Capra falconeri,Mammalia,EE,FI,2,live,Z,C
2001,I,Capra falconeri,Mammalia,ES,US,2,trophies,H,F
2001,I,Capra falconeri,Mammalia,ES,US,1,trophies,H,R
2001,I,Capra falconeri,Mammalia,FR,US,1,trophies,H,F
2001,I,Capra falconeri,Mammalia,IT,PK,1,trophies,P,W
2001,I,Capra falconeri,Mammalia,MX,PK,,trophies,H,W
2001,I,Capra falconeri,Mammalia,MX,PK,1,trophies,P,W
2001,I,Capra falconeri,Mammalia,MX,TJ,,trophies,H,W
2001,I,Capra falconeri,Mammalia,PK,DK,,trophies,H,W
2001,I,Capra falconeri,Mammalia,RU,UZ,2,skulls,Q,W
2001,I,Capra falconeri,Mammalia,US,CA,,live,T,C
2001,I,Capra falconeri,Mammalia,US,CA,2,live,Z,C
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,hair,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,skin pieces,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,horn pieces,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,horn pieces,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,skin pieces,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,skin pieces,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,LA,,unspecified,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,TW,,feet,P,I
2001,I,Capricornis sumatraensis,Mammalia,US,TW,,horns,P,I
2001,I,Hippotragus niger variani,Mammalia,ZA,US,1,specimens,S,W
2001,I,Hippotragus niger variani,Mammalia,ZA,US,,bones,S,W
2001,I,Naemorhedus goral,Mammalia,CZ,DE,4,live,Z,C
2001,I,Nanger dama,Mammalia,MA,DE,4,live,Z,C
2001,I,Oryx dammah,Mammalia,AT,US,,skulls,P,F
2001,I,Oryx dammah,Mammalia,AT,US,1,trophies,H,R
2001,I,Oryx dammah,Mammalia,BE,DK,2,live,Z,C
2001,I,Oryx dammah,Mammalia,CA,US,,skins,H,F
2001,I,Oryx dammah,Mammalia,CA,US,,skulls,H,F
2001,I,Oryx dammah,Mammalia,CA,US,,trophies,H,F
2001,I,Oryx dammah,Mammalia,CZ,SK,1,live,Z,C
2001,I,Oryx dammah,Mammalia,DE,US,1,trophies,H,R
2001,I,Oryx dammah,Mammalia,DK,ZA,,trophies,H,C
2001,I,Oryx dammah,Mammalia,DK,ZA,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,ES,US,4,trophies,H,F
2001,I,Oryx dammah,Mammalia,ES,US,1,trophies,H,R
2001,I,Oryx dammah,Mammalia,ES,ZA,4,trophies,H,F
2001,I,Oryx dammah,Mammalia,FR,US,2,trophies,H,C
2001,I,Oryx dammah,Mammalia,FR,US,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,FR,ZA,,trophies,H,F
2001,I,Oryx dammah,Mammalia,GR,ZA,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,GR,ZA,,trophies,H,R
2001,I,Oryx dammah,Mammalia,HR,SK,2,live,Z,C
2001,I,Oryx dammah,Mammalia,IT,ZA,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,NO,ZA,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,PL,BE,2,live,Z,C
2001,I,Oryx dammah,Mammalia,PL,ZA,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,PT,FR,1,live,Z,C
2001,I,Oryx dammah,Mammalia,PT,US,,trophies,H,F
2001,I,Oryx dammah,Mammalia,PT,US,1,trophies,P,F
2001,I,Oryx dammah,Mammalia,QA,IL,6,live,Z,C
2001,I,Oryx dammah,Mammalia,SE,ZA,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,US,MX,,skulls,T,C
2001,I,Oryx dammah,Mammalia,US,MX,9,trophies,H,C
2001,I,Oryx dammah,Mammalia,US,MX,2,trophies,H,F
2001,I,Oryx dammah,Mammalia,US,ZA,,skins,H,W
2001,I,Oryx dammah,Mammalia,US,ZA,1,skulls,H,W
2001,I,Oryx dammah,Mammalia,US,ZA,8,trophies,H,F
2001,I,Oryx dammah,Mammalia,US,ZA,5,trophies,H,W
2001,I,Oryx dammah,Mammalia,UY,ZA,,skins,H,F
2001,I,Oryx dammah,Mammalia,UY,ZA,1,trophies,H,F
2001,I,Oryx dammah,Mammalia,ZA,AE,,live,Z,C
2001,I,Oryx leucoryx,Mammalia,DE,AE,,specimens,S,C
2001,I,Oryx leucoryx,Mammalia,DE,SA,,specimens,S,C
2001,I,Oryx leucoryx,Mammalia,DE,SA,,specimens,S,W
2001,I,Oryx leucoryx,Mammalia,DK,EE,,skulls,E,O
2001,I,Oryx leucoryx,Mammalia,DK,EE,1,trophies,E,I
2001,I,Oryx leucoryx,Mammalia,EE,DK,,trophies,E,I
2001,I,Oryx leucoryx,Mammalia,EE,LV,1,skulls,E,C
2001,I,Oryx leucoryx,Mammalia,FR,CH,,live,Z,C
2001,I,Oryx leucoryx,Mammalia,FR,CH,2,live,,C
2001,I,Oryx leucoryx,Mammalia,GB,AE,,skulls,P,C
2001,I,Oryx leucoryx,Mammalia,LV,DK,1,skulls,E,O
2001,I,Oryx leucoryx,Mammalia,LV,DK,,skulls,E,O
