Year,App.,Taxon,Class,Importer,Exporter,Exporter reported quantity,Term,Purpose,Source
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,leather products (large),T,R
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,leather products (large),T,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,leather products (small),H,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,13,leather products (small),P,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,leather products (small),P,R
2001,II,Crocodylus niloticus,Reptilia,US,ZA,1,leather products (small),P,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,1473,leather products (small),T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,leather products (small),T,I
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,leather products (small),T,R
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,leather products (small),T,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,shoes,T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,shoes,T,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skins,H,I
2001,II,Crocodylus niloticus,Reptilia,US,ZA,1,skins,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,1,skins,P,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,489,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skins,T,I
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skins,T,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skin pieces,P,U
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skin pieces,P,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,156,skin pieces,T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skin pieces,T,I
2001,II,Crocodylus niloticus,Reptilia,US,ZA,1,skin pieces,T,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,1,skulls,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,1,skulls,P,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,30,skulls,T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,skulls,T,R
2001,II,Crocodylus niloticus,Reptilia,US,ZA,20,specimens,S,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,specimens,S,W
2001,II,Crocodylus niloticus,Reptilia,US,ZA,3,tails,T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,10,teeth,T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZA,,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZM,2,skins,,
2001,II,Crocodylus niloticus,Reptilia,US,ZM,,skins,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZM,5,skins,,
2001,II,Crocodylus niloticus,Reptilia,US,ZM,,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (large),H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,1,trophies,,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,2,skulls,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,4,skulls,,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,2,bodies,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,6,claws,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,feet,P,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,feet,T,I
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (large),P,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (large),P,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (large),T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (large),T,F
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (large),T,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (small),P,C
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (small),P,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (small),P,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (small),T,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,leather products (small),T,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,6,leather products (small),,C
2001,II,Crocodylus niloticus,Reptilia,US,ZW,231,leather products (small),,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,44,leather products (small),,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,530,skins,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,344,skins,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,225,skins,,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,skins,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,skins,P,I
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,skins,T,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,1831,skins,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,377,skins,,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,skin pieces,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,skulls,P,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,5,skulls,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,10,skulls,,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,21,tails,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,trophies,H,C
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,,trophies,P,W
2001,II,Crocodylus niloticus,Reptilia,US,ZW,8,trophies,,R
2001,II,Crocodylus niloticus,Reptilia,US,ZW,11,trophies,,W
2001,II,Crocodylus niloticus,Reptilia,UY,ZW,1,skins,,W
2001,II,Crocodylus niloticus,Reptilia,UY,ZW,,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,XX,CH,57,leather products (small),,R
2001,II,Crocodylus niloticus,Reptilia,XX,MU,1,bodies,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,BW,,live,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,BW,,live,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,BW,,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,BW,1,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,CA,160,live,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,CH,4,leather products (small),,R
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,,skins,T,W
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,29,leather products (large),T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,104,leather products (small),T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,692,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,25,leather products (large),T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,534,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,DE,,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ES,1,leather products (small),T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,FR,,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,FR,12,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,FR,1,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,HK,86,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,HK,55,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,IT,10,leather products (small),T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,IT,12,leather products (small),T,W
2001,II,Crocodylus niloticus,Reptilia,ZA,IT,,leather products (large),T,W
2001,II,Crocodylus niloticus,Reptilia,ZA,IT,,leather products (small),T,W
2001,II,Crocodylus niloticus,Reptilia,ZA,JP,14,leather products (small),T,C
2001,II,Crocodylus niloticus,Reptilia,ZA,MG,3,leather products (small),P,W
2001,II,Crocodylus niloticus,Reptilia,ZA,MW,12,skins,T,W
2001,II,Crocodylus niloticus,Reptilia,ZA,MZ,,skins,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,MZ,,skulls,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,MZ,,teeth,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,MZ,9,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,SG,45,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,TZ,,skins,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,TZ,,skulls,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,TZ,9,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZM,60640,meat,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ZM,652,skins,T,
2001,II,Crocodylus niloticus,Reptilia,ZA,ZM,1401,skins,T,
2001,II,Crocodylus niloticus,Reptilia,ZA,ZM,,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ZM,100,skins,T,
2001,II,Crocodylus niloticus,Reptilia,ZA,ZM,2,skins,,
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,1,skulls,,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,1,bodies,,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,leather products (small),P,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,24,leather products (small),,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,21,leather products (small),,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,5600,meat,T,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,skins,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,skins,P,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,skins,T,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,6,skins,,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,3,skins,,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,skin pieces,P,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,skulls,H,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,skulls,T,W
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,2,skulls,,R
2001,II,Crocodylus niloticus,Reptilia,ZA,ZW,,trophies,H,W
2001,II,Crocodylus niloticus,Reptilia,ZM,CA,101,live,T,R
2001,II,Crocodylus niloticus,Reptilia,ZM,ZW,2,bodies,,R
2001,II,Crocodylus niloticus,Reptilia,ZM,ZW,33,leather products (small),,R
2001,II,Crocodylus niloticus,Reptilia,ZW,AU,4,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZW,AU,1,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZW,CA,1,live,P,R
2001,II,Crocodylus niloticus,Reptilia,ZW,CA,1,live,T,C
2001,II,Crocodylus niloticus,Reptilia,ZW,CA,1,leather items,P,R
2001,II,Crocodylus niloticus,Reptilia,ZW,JP,33,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZW,JP,2,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZW,MU,60,skins,T,C
2001,II,Crocodylus niloticus,Reptilia,ZW,MU,32,skins,T,F
2001,II,Crocodylus niloticus,Reptilia,ZW,MW,20,skins,T,W
2001,II,Crocodylus niloticus,Reptilia,ZW,US,234,skins,T,R
2001,II,Crocodylus niloticus,Reptilia,ZW,ZA,22,skins,T,C
2001,II,Crocodylus novaeguineae,Reptilia,AU,PG,20,scales,T,R
2001,II,Crocodylus novaeguineae,Reptilia,AU,PG,,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,AU,PG,,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,AU,PG,1062,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,AU,PG,2,skulls,P,W
2001,II,Crocodylus novaeguineae,Reptilia,AU,PG,,specimens,S,W
2001,II,Crocodylus novaeguineae,Reptilia,BE,JP,1,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,CA,PG,1,skins,S,W
2001,II,Crocodylus novaeguineae,Reptilia,CH,DE,1,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,CH,JP,22,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,CN,TH,40,live,T,C
2001,II,Crocodylus novaeguineae,Reptilia,CN,TH,100,meat,T,C
2001,II,Crocodylus novaeguineae,Reptilia,DE,JP,112,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,DE,JP,,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,DE,JP,2,leather products (small),T,O
2001,II,Crocodylus novaeguineae,Reptilia,DE,KR,150,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,FR,JP,2,skins,T,C
2001,II,Crocodylus novaeguineae,Reptilia,FR,SG,448,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,HK,FR,1,leather products (large),P,W
2001,II,Crocodylus novaeguineae,Reptilia,HK,IT,1,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,HK,JP,30,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,HK,JP,110,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,HK,JP,402,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,HK,SG,2,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,IT,AU,66,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,IT,ID,42,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,IT,ID,1,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,IT,KR,22,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,JO,ID,60,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,CH,,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,CH,15,leather products (small),,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,CH,22,leather products (small),,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,DE,1,leather products (large),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,DE,2,leather products (large),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,DE,1,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,DE,,leather products (large),T,O
2001,II,Crocodylus novaeguineae,Reptilia,JP,FR,,leather products (small),P,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,HK,,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,HK,,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,ID,4196,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,ID,7949,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,ID,412,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,IT,3,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,IT,,leather products (large),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,IT,,leather products (small),T,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,IT,6,leather products (small),T,O
2001,II,Crocodylus novaeguineae,Reptilia,JP,IT,71,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,KR,321,leather products (large),T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,KR,2,leather products (small),T,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,KR,1112,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,KR,20,leather products (large),T,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,KR,5,leather products (large),T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,KR,185,leather products (small),T,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,KR,,leather products (small),T,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,PG,1331,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,PG,14798,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,SG,,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,SG,188,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,SG,96,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,TH,,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,TH,,skins,T,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,TH,,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,TH,18,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,JP,TH,67,skins,T,C
2001,II,Crocodylus novaeguineae,Reptilia,JP,TW,,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,JP,TW,,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,KR,IT,2,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,KR,IT,2,leather products (small),T,O
2001,II,Crocodylus novaeguineae,Reptilia,MX,SG,66,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,MY,ID,110,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,PT,JP,20,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,RU,DE,1,leather products (large),T,W
2001,II,Crocodylus novaeguineae,Reptilia,SG,AU,184,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,SG,AU,143,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,SG,HK,2,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,SG,ID,978,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,SG,ID,606,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,SG,IT,3,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,SG,JP,62,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,SG,JP,20,skins,T,C
2001,II,Crocodylus novaeguineae,Reptilia,SG,KR,2,leather products (large),T,R
2001,II,Crocodylus novaeguineae,Reptilia,SG,PG,128,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,SG,PG,3348,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,TH,JP,146,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,TH,JP,1,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,TH,JP,692,skins,T,C
2001,II,Crocodylus novaeguineae,Reptilia,TH,JP,,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,TH,JP,2426,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,TW,JP,50,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,AU,218,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,AU,1,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,HK,,leather products (small),P,W
2001,II,Crocodylus novaeguineae,Reptilia,US,HK,,leather products (small),P,W
2001,II,Crocodylus novaeguineae,Reptilia,US,ID,,leather products (small),P,R
2001,II,Crocodylus novaeguineae,Reptilia,US,ID,18,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,IT,1040,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,IT,353,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,IT,,shoes,T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,IT,,shoes,T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,IT,2,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,IT,1,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,IT,,shoes,T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,KR,90,leather products (large),T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,KR,259,leather products (small),T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,KR,37,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,KR,23,leather products (small),T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,PG,1,teeth,P,W
2001,II,Crocodylus novaeguineae,Reptilia,US,PT,,shoes,T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,SG,166,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,SG,180,skins,T,R
2001,II,Crocodylus novaeguineae,Reptilia,US,SG,491,skins,T,W
2001,II,Crocodylus novaeguineae,Reptilia,US,TH,12,live,T,C
2001,II,Crocodylus porosus,Reptilia,AE,CH,31,leather products (small),,C
2001,II,Crocodylus porosus,Reptilia,AE,FR,1,leather products (small),P,C
2001,II,Crocodylus porosus,Reptilia,AN,FR,2,leather products (small),P,C
2001,II,Crocodylus porosus,Reptilia,AR,FR,3,leather products (large),P,C
2001,II,Crocodylus porosus,Reptilia,AR,FR,1,leather products (small),P,C
2001,II,Crocodylus porosus,Reptilia,AR,FR,1,leather products (large),P,W
2001,II,Crocodylus porosus,Reptilia,AT,AU,112,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,AT,AU,,leather products (large),P,C
2001,II,Crocodylus porosus,Reptilia,AT,AU,,leather products (small),P,C
2001,II,Crocodylus porosus,Reptilia,AT,AU,,leather products (small),P,R
2001,II,Crocodylus porosus,Reptilia,AT,AU,1,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,AU,CA,1,live,P,R
2001,II,Crocodylus porosus,Reptilia,AU,CH,2,leather products (small),,C
2001,II,Crocodylus porosus,Reptilia,AU,FR,5,leather products (large),T,C
2001,II,Crocodylus porosus,Reptilia,AU,FR,2,leather products (large),T,R
2001,II,Crocodylus porosus,Reptilia,AU,FR,7,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,AU,FR,,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,AU,FR,,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,AU,FR,,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,AU,ID,,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,AU,JP,75,skins,T,C
2001,II,Crocodylus porosus,Reptilia,AU,JP,,skins,T,C
2001,II,Crocodylus porosus,Reptilia,AU,JP,,skins,T,C
2001,II,Crocodylus porosus,Reptilia,AU,PG,,meat,T,C
2001,II,Crocodylus porosus,Reptilia,AU,PG,263,scales,T,R
2001,II,Crocodylus porosus,Reptilia,AU,PG,,skins,T,C
2001,II,Crocodylus porosus,Reptilia,AU,PG,4455,skins,T,R
2001,II,Crocodylus porosus,Reptilia,AU,PG,,skins,T,R
2001,II,Crocodylus porosus,Reptilia,AU,PG,,skins,T,R
2001,II,Crocodylus porosus,Reptilia,AU,PG,120,skins,T,W
2001,II,Crocodylus porosus,Reptilia,AU,PG,,specimens,S,W
2001,II,Crocodylus porosus,Reptilia,AU,PG,,teeth,T,C
2001,II,Crocodylus porosus,Reptilia,AU,PG,39444,teeth,T,R
2001,II,Crocodylus porosus,Reptilia,AU,SG,1.2,skins,T,R
2001,II,Crocodylus porosus,Reptilia,AU,SG,667,skins,T,R
2001,II,Crocodylus porosus,Reptilia,AU,SG,,skin pieces,T,R
2001,II,Crocodylus porosus,Reptilia,AU,SG,100,skins,T,C
2001,II,Crocodylus porosus,Reptilia,AU,SG,,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,AU,SG,,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,BE,AU,,leather products (large),T,C
2001,II,Crocodylus porosus,Reptilia,BE,AU,50,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,BE,AU,500,specimens,S,R
2001,II,Crocodylus porosus,Reptilia,BE,AU,,specimens,S,R
2001,II,Crocodylus porosus,Reptilia,BE,CH,,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,BE,CH,37,leather products (small),,C
2001,II,Crocodylus porosus,Reptilia,BH,IT,1,leather products (large),T,R
2001,II,Crocodylus porosus,Reptilia,BR,FR,2,leather products (large),P,C
2001,II,Crocodylus porosus,Reptilia,BR,FR,1,leather products (large),P,R
2001,II,Crocodylus porosus,Reptilia,BR,FR,1,leather products (small),P,C
2001,II,Crocodylus porosus,Reptilia,BR,IT,,leather products (large),T,C
2001,II,Crocodylus porosus,Reptilia,BR,IT,1,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,CA,AU,,leather items,P,C
2001,II,Crocodylus porosus,Reptilia,CA,AU,,bodies,P,C
2001,II,Crocodylus porosus,Reptilia,CA,AU,1,bodies,T,C
2001,II,Crocodylus porosus,Reptilia,CA,AU,,feet,,R
2001,II,Crocodylus porosus,Reptilia,CA,AU,1,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,CA,AU,,leather items,P,C
2001,II,Crocodylus porosus,Reptilia,CA,AU,,leather items,P,U
2001,II,Crocodylus porosus,Reptilia,CA,AU,,teeth,P,C
2001,II,Crocodylus porosus,Reptilia,CA,AU,2,teeth,T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,1,leather products (large),P,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,5,leather products (large),T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,1,leather products (large),T,R
2001,II,Crocodylus porosus,Reptilia,CA,FR,3,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,9,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,CA,FR,,leather items,T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,,leather items,T,R
2001,II,Crocodylus porosus,Reptilia,CA,FR,2,skins,T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,1,leather products (large),T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,3,leather products (large),T,W
2001,II,Crocodylus porosus,Reptilia,CA,FR,1,leather products (small),P,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,5,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,,leather items,T,C
2001,II,Crocodylus porosus,Reptilia,CA,FR,,leather items,T,W
2001,II,Crocodylus porosus,Reptilia,CA,IT,11,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,CA,IT,12,leather products (small),T,W
2001,II,Crocodylus porosus,Reptilia,CA,PG,1,skins,S,W
2001,II,Crocodylus porosus,Reptilia,CH,AU,10,skins,T,R
2001,II,Crocodylus porosus,Reptilia,CH,AU,,bodies,P,C
2001,II,Crocodylus porosus,Reptilia,CH,AU,1,bodies,T,C
2001,II,Crocodylus porosus,Reptilia,CH,AU,1,bodies,T,R
2001,II,Crocodylus porosus,Reptilia,CH,AU,9,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,CH,AU,6500,meat,T,C
2001,II,Crocodylus porosus,Reptilia,CH,AU,,skins,T,R
2001,II,Crocodylus porosus,Reptilia,CH,AU,1,skulls,T,R
2001,II,Crocodylus porosus,Reptilia,CH,CA,,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,CH,CA,3,leather items,T,R
2001,II,Crocodylus porosus,Reptilia,CH,DE,8,leather products (large),T,C
2001,II,Crocodylus porosus,Reptilia,CH,DE,1,leather products (large),T,R
2001,II,Crocodylus porosus,Reptilia,CH,DE,4,leather products (small),T,C
2001,II,Crocodylus porosus,Reptilia,CH,DE,,leather products (small),T,R
2001,II,Crocodylus porosus,Reptilia,CH,DE,4,leather products (small),T,W
