Year,App,Taxon,Class,Importer,Exporter,Exporter_reported_quantity,Term,Purpose,Source
2003,I,Aquila heliaca,Aves,AT,HU,1,live,B,W
2003,I,Aquila heliaca,Aves,GB,AE,,bodies,S,W
2003,I,Aquila heliaca,Aves,HU,BG,3,feathers,S,W
2003,I,Aquila heliaca,Aves,MT,EG,,skins,,I
2003,I,Aquila heliaca,Aves,US,KZ,,eggs,S,I
2003,I,Aquila heliaca,Aves,US,KZ,700,feathers,S,W
2003,I,Aquila heliaca,Aves,US,KZ,70,specimens,S,W
2003,I,Haliaeetus albicilla,Aves,AT,LV,1,live,Z,F
2003,I,Haliaeetus albicilla,Aves,BE,KZ,4,live,B,C
2003,I,Haliaeetus albicilla,Aves,BE,PL,1,bodies,E,W
2003,I,Haliaeetus albicilla,Aves,CH,DE,25,feathers,T,C
2003,I,Haliaeetus albicilla,Aves,CH,KZ,1,live,Z,F
2003,I,Haliaeetus albicilla,Aves,DK,GL,,bodies,P,O
2003,I,Haliaeetus albicilla,Aves,DK,GL,10,feathers,S,W
2003,I,Haliaeetus albicilla,Aves,GB,KZ,7,live,B,C
2003,I,Haliaeetus albicilla,Aves,GB,KZ,3,live,B,F
2003,I,Haliaeetus albicilla,Aves,GB,NO,1,bodies,P,W
2003,I,Haliaeetus albicilla,Aves,GB,NO,0.2,specimens,S,W
2003,I,Haliaeetus albicilla,Aves,HU,SE,,live,Z,C
2003,I,Haliaeetus albicilla,Aves,HU,SE,1,live,Z,C
2003,I,Haliaeetus albicilla,Aves,IL,PL,1,live,N,F
2003,I,Haliaeetus albicilla,Aves,NO,FI,,bodies,P,I
2003,I,Haliaeetus albicilla,Aves,PL,BE,,bodies,E,W
2003,I,Haliaeetus albicilla,Aves,SE,IS,80,specimens,S,W
2003,I,Haliaeetus albicilla,Aves,SE,JP,13,specimens,S,W
2003,I,Haliaeetus albicilla,Aves,US,KZ,,eggs,S,I
2003,I,Haliaeetus albicilla,Aves,US,KZ,350,feathers,S,W
2003,I,Haliaeetus albicilla,Aves,US,KZ,40,specimens,S,W
2003,I,Haliaeetus leucocephalus,Aves,CA,US,32,feathers,L,I
2003,I,Haliaeetus leucocephalus,Aves,CA,US,3,feathers,P,U
2003,I,Haliaeetus leucocephalus,Aves,CA,US,6,feathers,P,W
2003,I,Haliaeetus leucocephalus,Aves,CA,US,,feathers,L,I
2003,I,Haliaeetus leucocephalus,Aves,CH,DE,1,live,T,C
2003,I,Haliaeetus leucocephalus,Aves,CH,FR,1,live,Q,C
2003,I,Haliaeetus leucocephalus,Aves,DE,CZ,2,live,B,C
2003,I,Haliaeetus leucocephalus,Aves,DE,CZ,,live,T,C
2003,I,Haliaeetus leucocephalus,Aves,FR,US,3,garments,P,U
2003,I,Haliaeetus leucocephalus,Aves,NL,CA,,feathers,Q,O
2003,I,Haliaeetus leucocephalus,Aves,NZ,CA,,feathers,,I
2003,I,Haliaeetus leucocephalus,Aves,RU,CZ,2,live,Z,C
2003,I,Haliaeetus leucocephalus,Aves,TW,CA,2,live,P,C
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,I
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,W
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,bone carvings,P,W
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,bones,P,W
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,claws,P,W
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,E,I
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,H,W
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,I
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,U
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,W
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,feet,P,I
2003,I,Haliaeetus leucocephalus,Aves,US,CA,,unspecified,P,W
2003,I,Haliaeetus leucocephalus,Aves,US,MX,,claws,P,W
2003,I,Haliaeetus leucocephalus,Aves,US,NL,,feathers,P,I
2003,I,Haliaeetus leucocephalus,Aves,XX,US,12,feathers,P,I
2003,I,Harpia harpyja,Aves,GB,BR,2,specimens,S,C
2003,I,Achatinella caesia,Gastropoda,JP,US,4,live,T,F
2003,I,Agave parviflora,,AU,US,40,seeds,T,D
2003,I,Agave parviflora,,CA,US,20,seeds,T,D
2003,I,Agave parviflora,,CH,DE,4,live,T,D
2003,I,Agave parviflora,,CO,US,20,seeds,T,D
2003,I,Agave parviflora,,FR,US,120,seeds,T,D
2003,I,Agave parviflora,,MX,US,20,seeds,T,D
2003,I,Agave parviflora,,TH,US,200,seeds,T,D
2003,I,Agave parviflora,,TW,TH,2,live,T,A
2003,I,Agave parviflora,,TW,US,60,seeds,T,D
2003,I,Agave parviflora,,US,MX,,live,P,I
2003,I,Ailurus fulgens,Mammalia,CA,US,,live,B,C
2003,I,Ailurus fulgens,Mammalia,CA,US,1,live,Z,C
2003,I,Ailurus fulgens,Mammalia,CH,FR,,live,Z,C
2003,I,Ailurus fulgens,Mammalia,DE,CH,1,live,,C
2003,I,Ailurus fulgens,Mammalia,GB,IE,2,live,Z,C
2003,I,Ailurus fulgens,Mammalia,GB,PL,1,live,Z,C
2003,I,Ailurus fulgens,Mammalia,HR,FR,1,live,Z,C
2003,I,Ailurus fulgens,Mammalia,HU,DE,,live,Z,C
2003,I,Ailurus fulgens,Mammalia,MX,JP,2,live,Z,C
2003,I,Ailurus fulgens,Mammalia,NL,CH,,live,Z,C
2003,I,Ailurus fulgens,Mammalia,NL,CH,1,live,,C
2003,I,Ailurus fulgens,Mammalia,SI,AT,,live,Z,C
2003,I,Alligator sinensis,Reptilia,CN,ES,3,live,T,D
2003,I,Alligator sinensis,Reptilia,JP,CN,16,live,T,D
2003,I,Alligator sinensis,Reptilia,US,CN,13,skins,S,D
2003,I,Alligator sinensis,Reptilia,US,CN,50,specimens,S,D
2003,I,Melanosuchus niger,Reptilia,ES,BR,3,skulls,E,W
2003,I,Melanosuchus niger,Reptilia,ES,BR,3,skulls,E,W
2003,I,Melanosuchus niger,Reptilia,ES,PE,15,skulls,Q,W
2003,I,Melanosuchus niger,Reptilia,GF,EC,,scales,S,R
2003,I,Melanosuchus niger,Reptilia,GF,EC,135,specimens,S,C
2003,I,Melanosuchus niger,Reptilia,PA,PE,12,specimens,S,C
2003,I,Anas aucklandica,Aves,US,NZ,95,specimens,S,C
2003,I,Asarcornis scutulata,Aves,GB,JE,,live,Z,C
2003,I,Asarcornis scutulata,Aves,GR,JE,1,live,B,C
2003,I,Branta canadensis leucopareia,Aves,RU,JP,8,live,S,C
2003,I,Branta sandvicensis,Aves,CH,NL,11,live,T,C
2003,I,Branta sandvicensis,Aves,GR,NL,1,live,Z,C
2003,I,Antilocapra americana mexicana,Mammalia,US,MX,,skulls,P,W
2003,I,Antilocapra americana sonoriensis,Mammalia,US,AR,,specimens,S,W
2003,I,Pachypodium ambongense,,DE,CH,,live,T,D
2003,I,Pachypodium ambongense,,DE,CH,20,live,,A
2003,I,Pachypodium ambongense,,US,CH,,live,T,D
2003,I,Pachypodium ambongense,,US,CH,150,live,,A
2003,I,Pachypodium baronii,,CH,DE,4,live,T,D
2003,I,Pachypodium baronii,,DE,CH,,live,T,D
2003,I,Pachypodium baronii,,DE,CH,115,live,,A
2003,I,Pachypodium baronii,,FR,CH,,cultures,T,A
2003,I,Pachypodium baronii,,FR,CH,15,seeds,,A
2003,I,Pachypodium baronii,,MC,DE,3,live,T,D
2003,I,Pachypodium baronii,,US,CH,230,live,,A
2003,I,Araucaria araucana,,CH,BE,5,live,T,A
2003,I,Araucaria araucana,,CH,BE,,live,,A
2003,I,Araucaria araucana,,CH,DE,20,live,T,A
2003,I,Araucaria araucana,,CH,DE,,live,,A
2003,I,Araucaria araucana,,CL,NL,5188,live,L,I
2003,I,Araucaria araucana,,GB,CL,4,timber pieces,S,W
2003,I,Araucaria araucana,,JP,US,800,live,T,D
2003,I,Araucaria araucana,,NL,AR,3000,live,T,A
2003,I,Araucaria araucana,,NL,AR,11180,live,T,D
2003,I,Araucaria araucana,,NL,CL,62671,live,T,A
2003,I,Araucaria araucana,,NL,NZ,6900,live,T,A
2003,I,Araucaria araucana,,US,CA,,live,T,A
2003,I,Araucaria araucana,,US,CA,,seeds,T,A
2003,I,Araucaria araucana,,US,CL,,live,P,I
2003,I,Araucaria araucana,,US,CL,,seeds,S,W
2003,I,Araucaria araucana,,US,NL,2500,live,T,A
2003,I,Alouatta palliata,Mammalia,PA,MX,50,specimens,S,W
2003,I,Ateles geoffroyi frontatus,Mammalia,CH,FR,,live,Z,C
2003,I,Ateles geoffroyi frontatus,Mammalia,US,GB,1,bodies,P,U
2003,I,Ateles geoffroyi frontatus,Mammalia,US,NZ,8,specimens,Z,C
2003,I,Ateles geoffroyi ornatus,Mammalia,US,CR,100,specimens,S,W
2003,I,Balaena mysticetus,Mammalia,CA,CA,3,bones,P,O
2003,I,Balaena mysticetus,Mammalia,CA,CA,3,bones,Q,O
2003,I,Balaena mysticetus,Mammalia,CA,GL,11,specimens,S,W
2003,I,Balaena mysticetus,Mammalia,CA,US,3,unspecified,E,W
2003,I,Balaena mysticetus,Mammalia,CA,US,224,specimens,S,W
2003,I,Balaena mysticetus,Mammalia,DE,RU,1,bones,Q,W
2003,I,Balaena mysticetus,Mammalia,DE,RU,,carvings,Q,O
2003,I,Balaena mysticetus,Mammalia,DE,RU,1,specimens,E,W
2003,I,Balaena mysticetus,Mammalia,DK,GL,,bones,P,W
2003,I,Balaena mysticetus,Mammalia,DK,GL,2,bones,P,W
2003,I,Balaena mysticetus,Mammalia,FR,CA,,carvings,Q,O
2003,I,Balaena mysticetus,Mammalia,RU,DE,1,carvings,Q,O
2003,I,Balaena mysticetus,Mammalia,US,CA,,bone carvings,P,O
2003,I,Balaena mysticetus,Mammalia,US,JP,,meat,P,I
2003,I,Eubalaena spp.,Mammalia,NZ,AU,,teeth,,I
2003,I,Eubalaena spp.,Mammalia,NZ,CA,,bones,,I
2003,I,Eubalaena spp.,Mammalia,NZ,FJ,,teeth,,I
2003,I,Eubalaena spp.,Mammalia,NZ,GB,,bones,P,W
2003,I,Eubalaena spp.,Mammalia,NZ,TO,,teeth,,I
2003,I,Eubalaena spp.,Mammalia,NZ,XX,,bones,,I
2003,I,Eubalaena australis,Mammalia,JP,ZZ,,skin pieces,S,W
2003,I,Eubalaena australis,Mammalia,US,AR,1,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,CA,CA,1,bones,P,O
2003,I,Eubalaena glacialis,Mammalia,CA,US,,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,CA,US,39,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,NZ,CA,1,unspecified,P,O
2003,I,Eubalaena glacialis,Mammalia,NZ,US,4,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,US,CA,,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,US,CR,5,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,US,EC,5,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,US,GT,5,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,US,MX,5,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,US,PF,5,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,US,SV,5,specimens,S,W
2003,I,Eubalaena glacialis,Mammalia,ZA,NA,1,bones,P,W
2003,I,Eubalaena japonica,Mammalia,JP,ZZ,,skin pieces,S,W
2003,I,Balaenoptera spp.,Mammalia,US,CA,,carvings,P,I
2003,I,Balaenoptera spp.,Mammalia,US,CA,,unspecified,P,I
2003,I,Balaenoptera spp.,Mammalia,US,CA,,unspecified,P,I
2003,I,Balaenoptera spp.,Mammalia,US,CA,,unspecified,P,I
2003,I,Balaenoptera spp.,Mammalia,US,NI,50,specimens,S,W
2003,I,Balaenoptera spp.,Mammalia,US,OM,,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,CA,CA,8,bones,Q,O
2003,I,Balaenoptera acutorostrata,Mammalia,CA,NO,6,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,CA,US,14,bone carvings,Q,O
2003,I,Balaenoptera acutorostrata,Mammalia,CA,US,2,unspecified,Q,O
2003,I,Balaenoptera acutorostrata,Mammalia,DE,IS,5,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,DE,NO,,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,DK,GL,2,bones,Q,W
2003,I,Balaenoptera acutorostrata,Mammalia,DK,GL,,bones,T,W
2003,I,Balaenoptera acutorostrata,Mammalia,DK,GL,,carvings,T,W
2003,I,Balaenoptera acutorostrata,Mammalia,DK,GL,,meat,P,W
2003,I,Balaenoptera acutorostrata,Mammalia,DK,NO,30,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,FO,NO,10600,meat,T,W
2003,I,Balaenoptera acutorostrata,Mammalia,IS,NO,9,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,JP,NO,1,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,JP,ZZ,,bodies,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,NO,IS,5,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,SE,IS,5,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,AQ,,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,CA,,bone carvings,E,O
2003,I,Balaenoptera acutorostrata,Mammalia,US,CA,,bone carvings,Q,O
2003,I,Balaenoptera acutorostrata,Mammalia,US,CA,,unspecified,Q,O
2003,I,Balaenoptera acutorostrata,Mammalia,US,CR,10,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,EC,10,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,GT,10,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,JP,,meat,P,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,MX,15,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,NO,0.5,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,PF,10,specimens,S,W
2003,I,Balaenoptera acutorostrata,Mammalia,US,SV,5,specimens,S,W
2003,I,Balaenoptera bonaerensis,Mammalia,JP,ZZ,,bodies,S,W
2003,I,Balaenoptera borealis,Mammalia,JP,ZZ,,bodies,S,W
2003,I,Balaenoptera borealis,Mammalia,JP,ZZ,,skin pieces,S,W
2003,I,Balaenoptera borealis,Mammalia,US,CR,10,specimens,S,W
2003,I,Balaenoptera borealis,Mammalia,US,EC,10,specimens,S,W
2003,I,Balaenoptera borealis,Mammalia,US,GT,10,specimens,S,W
2003,I,Balaenoptera borealis,Mammalia,US,MX,15,specimens,S,W
2003,I,Balaenoptera borealis,Mammalia,US,PF,10,specimens,S,W
2003,I,Balaenoptera borealis,Mammalia,US,SV,5,specimens,S,W
2003,I,Balaenoptera edeni,Mammalia,JP,ZZ,,bodies,S,W
2003,I,Balaenoptera edeni,Mammalia,JP,ZZ,,skin pieces,S,W
2003,I,Balaenoptera edeni,Mammalia,US,CR,10,specimens,S,W
2003,I,Balaenoptera edeni,Mammalia,US,EC,10,specimens,S,W
2003,I,Balaenoptera edeni,Mammalia,US,GT,10,specimens,S,W
2003,I,Balaenoptera edeni,Mammalia,US,JP,,meat,P,W
2003,I,Balaenoptera edeni,Mammalia,US,MX,25,specimens,S,W
2003,I,Balaenoptera edeni,Mammalia,US,PF,10,specimens,S,W
2003,I,Balaenoptera edeni,Mammalia,US,SV,10,specimens,S,W
2003,I,Balaenoptera edeni,Mammalia,US,XX,,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,JP,ZZ,,skin pieces,S,W
2003,I,Balaenoptera musculus,Mammalia,US,CR,30,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,US,EC,30,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,US,GT,10,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,US,MX,30,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,US,PF,10,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,US,SV,30,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,US,XX,,specimens,S,W
2003,I,Balaenoptera musculus,Mammalia,US,ZA,,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,DE,US,1,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,DK,GL,1,bones,P,W
2003,I,Balaenoptera physalus,Mammalia,DK,GL,,bone pieces,P,W
2003,I,Balaenoptera physalus,Mammalia,DK,GL,2,carvings,P,W
2003,I,Balaenoptera physalus,Mammalia,JP,ZZ,,skin pieces,S,W
2003,I,Balaenoptera physalus,Mammalia,US,CR,10,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,US,EC,10,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,US,FR,4,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,US,GT,10,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,US,MX,20,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,US,PF,10,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,US,SV,10,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,US,XX,,specimens,S,W
2003,I,Balaenoptera physalus,Mammalia,ZA,NO,2,bones,P,O
2003,I,Megaptera novaeangliae,Mammalia,CA,US,23,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,JP,ZZ,,skin pieces,S,W
2003,I,Megaptera novaeangliae,Mammalia,NC,VU,,specimens,P,W
2003,I,Megaptera novaeangliae,Mammalia,NZ,CK,,skin pieces,P,W
2003,I,Megaptera novaeangliae,Mammalia,NZ,US,24,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,NZ,US,60,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,PT,ST,,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,AQ,,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,CA,,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,CR,10,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,EC,10,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,GT,10,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,MX,3,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,OM,,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,OM,,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,PE,2,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,PF,10,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,PK,,bone pieces,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,PK,1,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,SV,10,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,XX,,specimens,S,W
2003,I,Megaptera novaeangliae,Mammalia,US,ZA,,specimens,S,W
2003,I,Acrantophis dumerili,Reptilia,CA,FR,1,live,B,C
2003,I,Acrantophis dumerili,Reptilia,CA,FR,2,live,B,D
2003,I,Acrantophis dumerili,Reptilia,CA,FR,,live,P,C
2003,I,Acrantophis dumerili,Reptilia,CA,NL,4,live,T,C
2003,I,Acrantophis dumerili,Reptilia,CA,US,,live,P,F
2003,I,Acrantophis dumerili,Reptilia,CH,DE,1,live,T,C
2003,I,Acrantophis dumerili,Reptilia,CH,DE,4,live,T,C
2003,I,Acrantophis dumerili,Reptilia,DE,MG,1,bodies,S,W
2003,I,Acrantophis dumerili,Reptilia,DK,DE,,live,T,C
2003,I,Acrantophis dumerili,Reptilia,DK,NL,,live,T,C
2003,I,Acrantophis dumerili,Reptilia,RU,US,,live,S,C
2003,I,Acrantophis dumerili,Reptilia,SE,NO,5,live,Z,C
2003,I,Acrantophis madagascariensis,Reptilia,CA,DK,4,live,B,C
2003,I,Acrantophis madagascariensis,Reptilia,CA,DK,1,live,B,C
2003,I,Acrantophis madagascariensis,Reptilia,CA,DK,2,live,B,C
2003,I,Acrantophis madagascariensis,Reptilia,CA,FR,2,live,B,C
2003,I,Acrantophis madagascariensis,Reptilia,CA,FR,,live,P,C
2003,I,Acrantophis madagascariensis,Reptilia,CA,NL,3,live,T,C
2003,I,Acrantophis madagascariensis,Reptilia,CH,DE,1,live,T,C
2003,I,Acrantophis madagascariensis,Reptilia,US,MG,1,specimens,S,W
2003,I,Boa constrictor occidentalis,Reptilia,AE,HU,,live,Q,C
2003,I,Boa constrictor occidentalis,Reptilia,CA,US,2,live,P,C
2003,I,Boa constrictor occidentalis,Reptilia,CH,DE,1,live,T,C
2003,I,Boa constrictor occidentalis,Reptilia,CH,DE,1,live,T,C
2003,I,Boa constrictor occidentalis,Reptilia,CL,AR,3,live,Z,C
2003,I,Boa constrictor occidentalis,Reptilia,RU,US,,live,S,C
2003,I,Epicrates subflavus,Reptilia,BE,JE,,live,B,C
2003,I,Epicrates subflavus,Reptilia,DK,JE,3,live,B,C
2003,I,Epicrates subflavus,Reptilia,GB,JE,7,live,Z,F
2003,I,Epicrates subflavus,Reptilia,NL,JE,13,live,B,C
2003,I,Sanzinia madagascariensis,Reptilia,DE,DK,10,live,T,C
2003,I,Sanzinia madagascariensis,Reptilia,DE,MG,1,bodies,S,W
2003,I,Sanzinia madagascariensis,Reptilia,JP,MG,2,specimens,S,W
2003,I,Sanzinia madagascariensis,Reptilia,US,NL,6,live,T,C
2003,I,Casarea dussumieri,Reptilia,US,NZ,1,trophies,H,W
2003,I,Addax nasomaculatus,Mammalia,AE,BE,,live,B,C
2003,I,Addax nasomaculatus,Mammalia,AE,US,,live,B,F
2003,I,Addax nasomaculatus,Mammalia,BE,US,,trophies,H,F
2003,I,Addax nasomaculatus,Mammalia,BG,CZ,,live,Z,C
2003,I,Addax nasomaculatus,Mammalia,CA,US,1,trophies,H,F
2003,I,Addax nasomaculatus,Mammalia,DE,US,1,trophies,H,C
2003,I,Addax nasomaculatus,Mammalia,DE,US,2,trophies,H,R
2003,I,Addax nasomaculatus,Mammalia,FR,JE,1,trophies,P,O
2003,I,Addax nasomaculatus,Mammalia,FR,NE,,horns,S,W
2003,I,Addax nasomaculatus,Mammalia,FR,NE,,specimens,S,W
2003,I,Addax nasomaculatus,Mammalia,FR,US,2,trophies,H,F
2003,I,Addax nasomaculatus,Mammalia,FR,US,,trophies,H,R
2003,I,Addax nasomaculatus,Mammalia,HR,DE,1,live,B,C
2003,I,Addax nasomaculatus,Mammalia,JO,IL,,live,Z,C
2003,I,Addax nasomaculatus,Mammalia,RU,US,,trophies,H,C
2003,I,Bos gaurus,Mammalia,CA,GB,,leather products (small),P,O
2003,I,Bos gaurus,Mammalia,CA,US,,specimens,S,C
2003,I,Bos mutus,Mammalia,DE,RU,,hair products,Q,O
2003,I,Bos mutus,Mammalia,DE,RU,1,skin pieces,E,W
2003,I,Bos mutus,Mammalia,DE,RU,1,skin pieces,Q,O
2003,I,Bos mutus,Mammalia,HR,BG,2,live,Q,C
2003,I,Bos mutus,Mammalia,RU,DE,1,hair products,Q,O
2003,I,Bos mutus,Mammalia,US,NZ,3,hair,E,O
2003,I,Bubalus depressicornis,Mammalia,PL,CZ,1,live,Z,C
2003,I,Capra falconeri,Mammalia,AT,SK,,live,T,C
2003,I,Capra falconeri,Mammalia,AT,SK,4,live,Z,C
2003,I,Capra falconeri,Mammalia,BY,MD,,live,P,C
2003,I,Capra falconeri,Mammalia,CA,PK,,horns,H,W
2003,I,Capra falconeri,Mammalia,CA,PK,,skins,H,W
2003,I,Capra falconeri,Mammalia,CA,PK,1,trophies,H,W
2003,I,Capra falconeri,Mammalia,CA,US,1,trophies,H,W
2003,I,Capra falconeri,Mammalia,DE,US,1,trophies,H,C
2003,I,Capra falconeri,Mammalia,DK,PK,2,trophies,H,W
2003,I,Capra falconeri,Mammalia,EE,UA,2,live,Z,C
2003,I,Capra falconeri,Mammalia,ES,PK,1,trophies,H,W
2003,I,Capra falconeri,Mammalia,ES,PK,,trophies,P,W
2003,I,Capra falconeri,Mammalia,ES,US,,trophies,H,F
2003,I,Capra falconeri,Mammalia,FR,CA,2,horn pieces,H,C
2003,I,Capra falconeri,Mammalia,FR,CA,1,skins,H,C
2003,I,Capra falconeri,Mammalia,FR,PK,1,specimens,S,W
2003,I,Capra falconeri,Mammalia,GB,PK,,garments,,I
2003,I,Capra falconeri,Mammalia,GB,PK,1,trophies,H,W
2003,I,Capra falconeri,Mammalia,NZ,US,1,trophies,H,F
2003,I,Capra falconeri,Mammalia,PK,DK,2,trophies,H,W
2003,I,Capra falconeri,Mammalia,PK,DK,,trophies,P,W
2003,I,Capra falconeri,Mammalia,RU,KZ,2,live,Z,C
2003,I,Capra falconeri,Mammalia,SK,RU,4,live,B,C
2003,I,Capra falconeri,Mammalia,SK,RU,2,live,Z,C
2003,I,Capra falconeri,Mammalia,UZ,LV,2,live,Z,C
2003,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,P,I
2003,I,Capricornis sumatraensis,Mammalia,US,LA,,skin pieces,P,I
2003,I,Capricornis sumatraensis,Mammalia,US,LA,,unspecified,P,I
2003,I,Capricornis sumatraensis,Mammalia,US,LA,,bone pieces,P,I
2003,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,P,I
2003,I,Capricornis sumatraensis,Mammalia,US,LA,,skulls,P,I
2003,I,Hippotragus niger variani,Mammalia,DE,RU,,hair products,Q,O
2003,I,Hippotragus niger variani,Mammalia,DE,RU,,skins,Q,O
2003,I,Hippotragus niger variani,Mammalia,DE,RU,4,skin pieces,E,W
2003,I,Hippotragus niger variani,Mammalia,RU,DE,1,hair products,Q,O
2003,I,Hippotragus niger variani,Mammalia,RU,DE,3,skins,Q,O
2003,I,Nanger dama,Mammalia,DE,US,,trophies,H,C
2003,I,Nanger dama,Mammalia,DE,US,2,trophies,H,R
2003,I,Nanger dama,Mammalia,FR,NE,,horns,S,W
2003,I,Nanger dama,Mammalia,MA,AE,16,live,B,C
2003,I,Nanger dama,Mammalia,QA,US,4,live,Z,F
2003,I,Oryx dammah,Mammalia,AE,BE,3,live,T,C
2003,I,Oryx dammah,Mammalia,AE,BE,,live,B,C
2003,I,Oryx dammah,Mammalia,AE,BE,,live,P,F
2003,I,Oryx dammah,Mammalia,AE,BE,,live,P,I
2003,I,Oryx dammah,Mammalia,AE,BH,,live,P,I
2003,I,Oryx dammah,Mammalia,AE,US,,live,B,F
2003,I,Oryx dammah,Mammalia,BE,US,,trophies,H,F
2003,I,Oryx dammah,Mammalia,BE,ZA,,trophies,H,F
2003,I,Oryx dammah,Mammalia,DE,PL,1,skins,E,C
2003,I,Oryx dammah,Mammalia,DE,PL,1,skulls,E,C
2003,I,Oryx dammah,Mammalia,DE,ZA,,trophies,H,C
2003,I,Oryx dammah,Mammalia,DE,ZA,1,trophies,H,F
2003,I,Oryx dammah,Mammalia,ES,US,,trophies,H,F
2003,I,Oryx dammah,Mammalia,ES,ZA,1,trophies,H,F
2003,I,Oryx dammah,Mammalia,HR,DE,1,live,B,C
2003,I,Oryx dammah,Mammalia,JO,IL,,live,Z,C
2003,I,Oryx dammah,Mammalia,PL,ZA,,trophies,H,C
2003,I,Oryx dammah,Mammalia,PL,ZA,2,trophies,H,F
2003,I,Oryx dammah,Mammalia,RU,US,,trophies,H,C
2003,I,Oryx dammah,Mammalia,UA,DE,2,live,B,C
2003,I,Oryx dammah,Mammalia,US,MX,,skulls,H,C
2003,I,Oryx dammah,Mammalia,US,MX,2,trophies,H,C
2003,I,Oryx dammah,Mammalia,US,ZA,1,trophies,H,C
