Year,App.,Taxon,Class,Importer,Exporter,Exporter_reported_quantity,Term,Purpose,Source
2017,I,Haliaeetus albicilla,Aves,CZ,KZ,1,live,B,C
2017,I,Haliaeetus albicilla,Aves,DE,CH,,live,T,C
2017,I,Haliaeetus albicilla,Aves,DE,KZ,4,live,T,C
2017,I,Alligator sinensis,Reptilia,HK,IT,1,leather products (small),P,W
2017,I,Melanosuchus niger,Reptilia,IT,TR,,garments,T,W
2017,I,Araucaria araucana,,AL,IT,1,live,T,D
2017,I,Araucaria araucana,,CH,DE,48,live,T,D
2017,I,Araucaria araucana,,CH,IT,90,live,T,D
2017,I,Araucaria araucana,,CH,NL,21,live,T,A
2017,I,Araucaria araucana,,JP,NL,756,live,T,D
2017,I,Araucaria araucana,,JP,NL,500,live,T,D
2017,I,Araucaria araucana,,NL,CL,,live,T,D
2017,I,Araucaria araucana,,US,NL,10,seeds,T,A
2017,I,Alouatta palliata,Mammalia,US,CR,200,specimens,S,W
2017,I,Ateles geoffroyi,Mammalia,ES,CR,150,specimens,S,W
2017,I,Balaena mysticetus,Mammalia,DK,GL,,baleen,P,O
2017,I,Balaena mysticetus,Mammalia,DK,GL,,baleen,P,W
2017,I,Balaena mysticetus,Mammalia,FR,CA,,carvings,T,O
2017,I,Balaena mysticetus,Mammalia,RU,DE,2,carvings,Q,O
2017,I,Eubalaena australis,Mammalia,CZ,ZA,,specimens,S,W
2017,I,Balaenoptera acutorostrata,Mammalia,DE,GL,,specimens,S,W
2017,I,Balaenoptera borealis,Mammalia,GB,FK,,skin pieces,S,W
2017,I,Balaenoptera borealis,Mammalia,GB,FK,,skin pieces,S,W
2017,I,Balaenoptera musculus,Mammalia,CA,DE,1,specimens,S,W
2017,I,Balaenoptera physalus,Mammalia,FR,CA,,specimens,S,W
2017,I,Balaenoptera physalus,Mammalia,US,ES,5,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,DK,AU,,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,DK,AU,,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,DK,GL,,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,FR,CA,,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,NL,NO,,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,SE,AU,,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,SE,GL,,specimens,S,W
2017,I,Megaptera novaeangliae,Mammalia,US,GB,1,bone carvings,T,O
2017,I,Acrantophis madagascariensis,Reptilia,ID,PL,10,live,Z,C
2017,I,Boa constrictor occidentalis,Reptilia,NO,DK,3,live,T,C
2017,I,Sanzinia madagascariensis,Reptilia,DE,MG,,specimens,S,W
2017,I,Addax nasomaculatus,Mammalia,IT,US,,trophies,H,F
2017,I,Capra falconeri,Mammalia,AT,TM,,trophies,H,W
2017,I,Capra falconeri,Mammalia,CA,PK,1,trophies,H,W
2017,I,Capra falconeri,Mammalia,CH,ES,1,skins,P,F
2017,I,Capra falconeri,Mammalia,CH,PK,13,specimens,S,W
2017,I,Capra falconeri,Mammalia,DE,TJ,,trophies,H,W
2017,I,Capra falconeri,Mammalia,ES,PK,2,trophies,H,W
2017,I,Capra falconeri,Mammalia,MX,PK,1,trophies,H,W
2017,I,Capra falconeri,Mammalia,SG,FR,2,live,Z,C
2017,I,Capra falconeri,Mammalia,UA,LV,9,live,Z,C
2017,I,Capra falconeri,Mammalia,US,PK,5,trophies,H,W
2017,I,Capra falconeri megaceros,Mammalia,US,PK,1,trophies,H,W
2017,I,Hippotragus niger variani,Mammalia,CD,ZA,,live,E,R
2017,I,Oryx dammah,Mammalia,AT,ZA,,trophies,H,W
2017,I,Oryx dammah,Mammalia,CZ,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,DE,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,DK,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,DK,ZA,,trophies,H,W
2017,I,Oryx dammah,Mammalia,ES,US,,trophies,H,F
2017,I,Oryx dammah,Mammalia,ES,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,ES,ZA,,trophies,H,W
2017,I,Oryx dammah,Mammalia,FR,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,FR,ZA,,trophies,P,F
2017,I,Oryx dammah,Mammalia,HU,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,IT,US,,trophies,H,F
2017,I,Oryx dammah,Mammalia,LU,ZA,,trophies,H,C
2017,I,Oryx dammah,Mammalia,LU,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,LU,ZA,,trophies,S,F
2017,I,Oryx dammah,Mammalia,MA,ES,6,live,S,C
2017,I,Oryx dammah,Mammalia,PK,ZA,,trophies,H,W
2017,I,Oryx dammah,Mammalia,PL,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,PT,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,SE,ZA,,trophies,H,F
2017,I,Oryx dammah,Mammalia,SK,ZA,,trophies,H,F
2017,I,Buceros bicornis,Aves,DE,SG,,live,E,W
2017,I,Buceros bicornis,Aves,HK,GB,1,carvings,T,O
2017,I,Rhinoplax vigil,Aves,CN,GB,6,horn carvings,T,O
2017,I,Cacatua goffiniana,Aves,CH,NL,1,live,Q,C
2017,I,Cacatua goffiniana,Aves,GB,CA,,live,P,F
2017,I,Cacatua goffiniana,Aves,NL,CW,,live,P,F
2017,I,Cacatua goffiniana,Aves,SE,US,,live,P,F
2017,I,Cacatua goffiniana,Aves,US,IT,2,live,P,F
2017,I,Cacatua haematuropygia,Aves,CH,DE,1,live,T,C
2017,I,Cacatua moluccensis,Aves,AR,ES,1,live,T,C
2017,I,Cacatua moluccensis,Aves,CH,NL,1,bodies,T,C
2017,I,Cacatua moluccensis,Aves,DE,PH,,live,T,C
2017,I,Cacatua moluccensis,Aves,LV,UA,,live,Q,C
2017,I,Cacatua moluccensis,Aves,UA,LV,1,live,Q,C
2017,I,Cacatua moluccensis,Aves,XX,DE,1,live,Q,C
2017,I,Cacatua sulphurea,Aves,BD,NL,1,live,T,C
2017,I,Cacatua sulphurea,Aves,BD,NL,1,live,T,W
2017,I,Cacatua sulphurea,Aves,CD,BE,1,live,T,C
2017,I,Cacatua sulphurea,Aves,CH,DE,1,live,P,W
2017,I,Cacatua sulphurea,Aves,CZ,CA,,live,P,F
2017,I,Cacatua sulphurea,Aves,DE,PH,,live,T,C
2017,I,Cacatua sulphurea,Aves,GT,ES,1,live,Z,W
2017,I,Cacatua sulphurea,Aves,GT,ES,2,live,T,C
2017,I,Cacatua sulphurea,Aves,MC,FR,1,live,Z,U
2017,I,Cacatua sulphurea,Aves,TW,BE,2,live,T,C
2017,I,Cacatua sulphurea,Aves,TW,BE,2,live,T,C
2017,I,Probosciger aterrimus,Aves,AU,DK,1,bodies,T,C
2017,I,Probosciger aterrimus,Aves,DE,PH,,live,T,C
2017,I,Probosciger aterrimus,Aves,DE,PH,,specimens,S,C
2017,I,Probosciger aterrimus,Aves,FR,SG,,specimens,S,O
2017,I,Probosciger aterrimus,Aves,HR,RS,,skeletons,E,F
2017,I,Ariocarpus agavoides,,CH,DE,3,live,T,D
2017,I,Ariocarpus agavoides,,CH,DE,30,seeds,T,D
2017,I,Ariocarpus bravoanus,,US,IT,3,live,T,D
2017,I,Ariocarpus fissuratus,,CH,DE,5,live,T,D
2017,I,Ariocarpus fissuratus,,CH,DE,10,seeds,T,D
2017,I,Ariocarpus kotschoubeyanus,,CH,DE,2,live,T,D
2017,I,Ariocarpus kotschoubeyanus,,US,CZ,1,live,T,D
2017,I,Ariocarpus retusus,,CH,DE,5,live,T,D
2017,I,Ariocarpus retusus,,CH,DE,30,seeds,T,D
2017,I,Ariocarpus retusus,,CH,DE,120,seeds,T,D
2017,I,Ariocarpus retusus,,US,CZ,1,live,T,D
2017,I,Ariocarpus retusus,,US,IT,3,live,T,D
2017,I,Ariocarpus scaphirostris,,CH,DE,1,live,T,D
2017,I,Ariocarpus trigonus,,CH,DE,2,live,T,D
2017,I,Ariocarpus trigonus,,CH,DE,40,seeds,T,D
2017,I,Astrophytum asterias,,CH,DE,30,seeds,T,D
2017,I,Astrophytum asterias,,DE,TH,,live,P,D
2017,I,Astrophytum asterias,,DE,TH,,seeds,P,D
2017,I,Aztekium ritteri,,JP,DE,16,live,T,D
2017,I,Discocactus bahiensis,,CH,DE,1,live,T,D
2017,I,Discocactus ferricola,,CH,DE,2,live,T,D
2017,I,Discocactus hartmannii,,CH,DE,4,live,T,D
2017,I,Discocactus heptacanthus,,CH,DE,1,live,T,D
2017,I,Discocactus horstii,,CH,DE,8,live,T,D
2017,I,Discocactus placentiformis,,CH,DE,6,live,T,D
2017,I,Discocactus zehntneri,,CH,DE,1,live,T,D
2017,I,Escobaria sneedii,,CH,DE,1,live,T,D
2017,I,Mammillaria pectinifera,,CH,DE,2,live,T,D
2017,I,Mammillaria pectinifera,,TH,DE,2,live,T,D
2017,I,Pediocactus bradyi,,JP,CZ,20,seeds,T,D
2017,I,Pediocactus bradyi,,JP,DE,1,live,T,D
2017,I,Pediocactus bradyi winkleri,,JP,CZ,8,live,T,D
2017,I,Pediocactus bradyi winkleri,,JP,CZ,80,seeds,T,D
2017,I,Pediocactus knowltonii,,JP,DE,25,live,T,D
2017,I,Pediocactus paradinei,,JP,CZ,60,seeds,T,D
2017,I,Pediocactus peeblesianus,,JP,CZ,58,live,T,D
2017,I,Pediocactus peeblesianus,,JP,CZ,290,seeds,T,D
2017,I,Pelecyphora aselliformis,,CH,DE,10,seeds,T,D
2017,I,Sclerocactus glaucus,,JP,CZ,10,seeds,T,D
2017,I,Sclerocactus mesae-verdae,,JP,CZ,10,seeds,T,D
2017,I,Sclerocactus nyensis,,JP,CZ,10,seeds,T,D
2017,I,Sclerocactus papyracanthus,,JP,CZ,10,live,T,D
2017,I,Sclerocactus papyracanthus,,JP,CZ,320,seeds,T,D
2017,I,Sclerocactus pubispinus,,JP,CZ,2,live,T,D
2017,I,Sclerocactus wetlandicus,,JP,CZ,2,live,T,D
2017,I,Sclerocactus wrightiae,,JP,CZ,2,live,T,D
2017,I,Strombocactus disciformis,,CH,DE,2,live,T,D
2017,I,Turbinicarpus alonsoi,,CH,DE,1,live,T,D
2017,I,Turbinicarpus horripilus,,CH,DE,1,live,T,D
2017,I,Turbinicarpus lophophoroides,,CH,DE,1,live,T,D
2017,I,Turbinicarpus pseudopectinatus,,CH,DE,1,live,T,D
2017,I,Turbinicarpus pseudopectinatus,,CH,DE,20,seeds,T,D
2017,I,Turbinicarpus pseudopectinatus,,IL,DE,1,live,T,D
2017,I,Turbinicarpus schmiedickeanus,,CH,DE,5,live,T,D
2017,I,Turbinicarpus swobodae,,CH,DE,20,seeds,T,D
2017,I,Uebelmannia pectinifera,,CH,DE,1,live,T,D
2017,I,Uebelmannia pectinifera,,JP,DE,4,live,T,D
2017,I,Vicugna vicugna,Mammalia,BY,RU,,live,Z,C
2017,I,Vicugna vicugna,Mammalia,CH,DE,1,live,Z,C
2017,I,Vicugna vicugna,Mammalia,CN,IT,5.15,cloth,T,W
2017,I,Vicugna vicugna,Mammalia,DE,CH,,live,Z,C
2017,I,Vicugna vicugna,Mammalia,HK,IT,4.28,cloth,T,W
2017,I,Vicugna vicugna,Mammalia,JP,IT,32.7,cloth,T,W
2017,I,Vicugna vicugna,Mammalia,PE,IT,18,cloth,T,W
2017,I,Vicugna vicugna,Mammalia,RU,IT,1,garments,P,W
2017,I,Vicugna vicugna,Mammalia,TR,DE,1,live,Z,C
2017,I,Vicugna vicugna,Mammalia,TR,IT,36.3,cloth,T,W
2017,I,Canis lupus,Mammalia,PL,UA,,skulls,,
2017,I,Canis lupus,Mammalia,VN,KZ,2,skins,P,U
2017,I,Speothos venaticus,Mammalia,PA,GB,3,live,T,C
2017,I,Speothos venaticus,Mammalia,US,FR,1,live,Z,C
2017,I,Vultur gryphus,Aves,DE,CH,,derivatives,E,C
2017,I,Callimico goeldii,Mammalia,SG,IE,1,live,Z,C
2017,I,Leontopithecus chrysopygus,Mammalia,JE,DE,1,live,Z,C
2017,I,Leontopithecus rosalia,Mammalia,RU,DK,1,live,Z,C
2017,I,Leontopithecus rosalia,Mammalia,TH,BE,1,live,T,C
2017,I,Saguinus oedipus,Mammalia,CH,DE,1,live,Z,C
2017,I,Saguinus oedipus,Mammalia,CN,CZ,7,live,T,C
2017,I,Saguinus oedipus,Mammalia,CN,CZ,3,live,T,C
2017,I,Saguinus oedipus,Mammalia,KR,CZ,5,live,T,C
2017,I,Saguinus oedipus,Mammalia,NZ,DE,1,live,Z,C
2017,I,Saguinus oedipus,Mammalia,NZ,IT,1,live,Z,C
2017,I,Saguinus oedipus,Mammalia,PH,CZ,1,live,T,C
2017,I,Saguinus oedipus,Mammalia,PH,CZ,5,live,T,C
2017,I,Saguinus oedipus,Mammalia,RS,HU,3,live,Z,C
2017,I,Saguinus oedipus,Mammalia,RU,HU,3,live,T,C
2017,I,Saguinus oedipus,Mammalia,UA,FR,1,live,Z,C
2017,I,Saguinus oedipus,Mammalia,US,FR,34,specimens,S,O
2017,I,Macaca silenus,Mammalia,IL,PT,1,live,Z,C
2017,I,Macaca silenus,Mammalia,ZA,GB,2,live,Z,C
2017,I,Mandrillus sphinx,Mammalia,AE,ES,1,live,Z,C
2017,I,Mandrillus sphinx,Mammalia,VN,DE,6,live,Z,C
2017,I,Piliocolobus kirkii,Mammalia,DE,TZ,,specimens,S,W
2017,I,Dama dama mesopotamica,Mammalia,CH,DE,1,live,B,C
2017,I,Dama dama mesopotamica,Mammalia,IL,DE,2,live,Z,C
2017,I,Rucervus duvaucelii,Mammalia,DE,US,,trophies,H,F
2017,I,Rucervus duvaucelii,Mammalia,SA,GB,1,trophies,H,C
2017,I,Rucervus eldii,Mammalia,CH,CZ,1,live,Z,C
2017,I,Cheirogaleus major,Mammalia,PT,MG,,specimens,S,W
2017,I,Microcebus spp.,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus spp.,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus spp.,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus berthae,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus berthae,Mammalia,US,DE,20,specimens,S,W
2017,I,Microcebus griseorufus,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus murinus,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus murinus,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus ravelobensis,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus rufus,Mammalia,DE,CH,,live,S,C
2017,I,Microcebus rufus,Mammalia,DE,MG,,specimens,S,W
2017,I,Microcebus tavaratra,Mammalia,PT,MG,,specimens,S,W
2017,I,Mirza coquereli,Mammalia,DE,MG,,specimens,S,W
2017,I,Caretta caretta,Reptilia,HR,RS,,skulls,E,O
2017,I,Chelonia mydas,Reptilia,CH,FR,3,carvings,T,O
2017,I,Chelonia mydas,Reptilia,CN,FR,6,carvings,Q,O
2017,I,Chelonia mydas,Reptilia,DE,AU,,specimens,S,W
2017,I,Chelonia mydas,Reptilia,DE,AU,,specimens,S,W
2017,I,Chelonia mydas,Reptilia,DE,UY,,specimens,S,W
2017,I,Chelonia mydas,Reptilia,EC,CR,133,specimens,S,W
2017,I,Chelonia mydas,Reptilia,FR,CN,,carvings,Q,O
2017,I,Chelonia mydas,Reptilia,NI,CR,40,specimens,S,W
2017,I,Chelonia mydas,Reptilia,PT,ST,,specimens,S,W
2017,I,Chelonia mydas,Reptilia,US,AT,1,carapaces,T,O
2017,I,Chelonia mydas,Reptilia,US,FR,2,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,AE,GB,5,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,AT,LI,,carvings,Q,O
2017,I,Cheloniidae spp.,Reptilia,AU,DK,1,bodies,P,O
2017,I,Cheloniidae spp.,Reptilia,AU,GB,1,carvings,T,U
2017,I,Cheloniidae spp.,Reptilia,CH,FR,1,carvings,Q,O
2017,I,Cheloniidae spp.,Reptilia,CH,FR,3,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,CH,GB,1,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,CH,IT,1,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,CN,FR,1,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,CN,GB,2,carvings,Q,O
2017,I,Cheloniidae spp.,Reptilia,CN,GB,1,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,FR,CH,,carvings,Q,O
2017,I,Cheloniidae spp.,Reptilia,FR,CH,,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,GB,CH,,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,GB,HK,,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,GB,JE,,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,GB,MC,,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,HK,GB,165,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,NL,CH,,carvings,Q,O
2017,I,Cheloniidae spp.,Reptilia,NP,PT,1,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,RU,GB,1,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,RU,GB,1,carvings,T,U
2017,I,Cheloniidae spp.,Reptilia,SG,FR,0.5,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,SG,GB,6,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,US,FR,1,carvings,T,O
2017,I,Cheloniidae spp.,Reptilia,US,GB,7,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,AE,FR,3,carvings,Q,O
2017,I,Eretmochelys imbricata,Reptilia,AE,FR,1,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,CH,FR,2,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,CH,FR,3,carvings,P,O
2017,I,Eretmochelys imbricata,Reptilia,CH,FR,3,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,CH,FR,3,leather products (small),T,O
2017,I,Eretmochelys imbricata,Reptilia,CH,GB,2,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,CN,FR,2,carvings,Q,O
2017,I,Eretmochelys imbricata,Reptilia,CN,GB,9,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,CN,MT,1,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,FR,CA,,carvings,P,O
2017,I,Eretmochelys imbricata,Reptilia,FR,CH,,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,FR,CN,,carvings,Q,O
2017,I,Eretmochelys imbricata,Reptilia,FR,JP,,carvings,Q,O
2017,I,Eretmochelys imbricata,Reptilia,GB,HK,,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,HK,FR,1,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,HK,GB,4,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,JP,GB,1,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,KR,DE,3,carvings,Q,O
2017,I,Eretmochelys imbricata,Reptilia,MX,ES,1,carvings,Q,O
2017,I,Eretmochelys imbricata,Reptilia,MX,FR,1,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,PT,ST,,specimens,S,W
2017,I,Eretmochelys imbricata,Reptilia,RU,FR,3,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,RU,GB,5,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,TW,FR,2,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,US,ES,5,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,US,FR,11,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,US,GB,28,carvings,T,O
2017,I,Eretmochelys imbricata,Reptilia,US,GB,2,carvings,T,U
2017,I,Eretmochelys imbricata,Reptilia,US,GB,1,jewellery,T,O
2017,I,Eretmochelys imbricata imbricata,Reptilia,HK,FR,0.5,carvings,T,O
2017,I,Lepidochelys olivacea,Reptilia,DE,UY,,specimens,S,W
2017,I,Lepidochelys olivacea,Reptilia,IT,GH,,specimens,S,W
2017,I,Lepidochelys olivacea,Reptilia,PT,ST,,specimens,S,W
2017,I,Saussurea costus,,AT,CH,,powder,T,D
2017,I,Saussurea costus,,AT,CH,,roots,T,D
2017,I,Saussurea costus,,BR,FR,200,extract,T,D
2017,I,Saussurea costus,,BR,FR,0.1,extract,T,D
2017,I,Saussurea costus,,CH,DE,25,roots,T,D
2017,I,Saussurea costus,,CH,DE,1413,powder,T,D
2017,I,Saussurea costus,,CH,DE,3,roots,T,D
2017,I,Saussurea costus,,CH,FR,1,extract,T,D
2017,I,Saussurea costus,,CZ,CN,,extract,T,D
2017,I,Saussurea costus,,DE,CH,,roots,P,D
2017,I,Saussurea costus,,DE,CH,,roots,T,D
2017,I,Saussurea costus,,DE,CH,,roots,T,D
2017,I,Saussurea costus,,DK,US,,extract,T,D
2017,I,Saussurea costus,,DK,US,,extract,T,D
2017,I,Saussurea costus,,ES,IN,,oil,T,D
2017,I,Saussurea costus,,FR,IN,,roots,T,D
2017,I,Saussurea costus,,GB,TW,,powder,T,D
2017,I,Saussurea costus,,GB,TW,,powder,T,D
2017,I,Saussurea costus,,ID,FR,0.675,extract,T,D
2017,I,Saussurea costus,,MX,FR,200,extract,T,D
2017,I,Saussurea costus,,MX,FR,0.3,extract,T,D
2017,I,Saussurea costus,,NL,US,,extract,T,D
2017,I,Saussurea costus,,TR,FR,200,extract,T,D
2017,I,Saussurea costus,,TR,FR,0.1,extract,T,D
2017,I,Saussurea costus,,US,FR,100,extract,T,D
2017,I,Saussurea costus,,US,FR,91,extract,T,D
2017,I,Saussurea costus,,US,FR,4,oil,T,D
2017,I,Crocodylus acutus,Reptilia,AE,IT,8,leather products (large),T,D
2017,I,Crocodylus acutus,Reptilia,AZ,IT,17,garments,T,D
2017,I,Crocodylus acutus,Reptilia,AZ,IT,2,leather products (small),P,D
2017,I,Crocodylus acutus,Reptilia,BL,IT,122,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,CA,IT,2,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,CH,IT,2,leather products (large),T,D
2017,I,Crocodylus acutus,Reptilia,CH,IT,104,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,CN,FR,1,skins,T,D
2017,I,Crocodylus acutus,Reptilia,CN,IT,3,leather products (large),T,D
2017,I,Crocodylus acutus,Reptilia,CN,IT,49,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,CN,IT,10,skins,T,D
2017,I,Crocodylus acutus,Reptilia,DE,CO,,skins,T,D
2017,I,Crocodylus acutus,Reptilia,FR,CO,,skins,T,D
2017,I,Crocodylus acutus,Reptilia,IT,CH,,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,IT,CO,231,skins,T,D
2017,I,Crocodylus acutus,Reptilia,JP,DE,10,skins,T,D
2017,I,Crocodylus acutus,Reptilia,JP,IT,2,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,JP,IT,6,skins,T,D
2017,I,Crocodylus acutus,Reptilia,JP,IT,1,skin pieces,T,D
2017,I,Crocodylus acutus,Reptilia,MC,IT,152,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,RU,IT,4,garments,T,D
2017,I,Crocodylus acutus,Reptilia,RU,IT,137,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,TR,IT,8,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,TR,IT,25,skins,T,D
2017,I,Crocodylus acutus,Reptilia,UA,IT,1,leather products (small),P,D
2017,I,Crocodylus acutus,Reptilia,US,IT,1,leather products (small),T,D
2017,I,Crocodylus acutus,Reptilia,UZ,IT,24,leather products (small),T,D
2017,I,Crocodylus cataphractus,Reptilia,FR,CH,,live,Z,I
2017,I,Crocodylus mindorensis,Reptilia,VN,DE,4,specimens,S,C
2017,I,Crocodylus mindorensis,Reptilia,VN,DE,21,specimens,S,F
2017,I,Crocodylus niloticus,Reptilia,AT,CH,,leather products (small),T,R
2017,I,Crocodylus niloticus,Reptilia,CH,GB,3,leather products (small),T,C
2017,I,Crocodylus niloticus,Reptilia,CN,DE,1,leather products (small),T,C
2017,I,Crocodylus niloticus,Reptilia,CN,GB,1,leather products (small),T,R
2017,I,Crocodylus niloticus,Reptilia,DE,CH,,bodies,Q,O
2017,I,Crocodylus niloticus,Reptilia,DE,CI,,bones,S,W
2017,I,Crocodylus niloticus,Reptilia,ES,SN,,leather products (small),T,D
2017,I,Crocodylus niloticus,Reptilia,GB,SG,,leather products (small),T,C
2017,I,Crocodylus niloticus,Reptilia,HK,GB,1,leather products (large),T,O
2017,I,Crocodylus niloticus,Reptilia,HK,GB,2,leather products (small),T,C
2017,I,Crocodylus niloticus,Reptilia,HK,GB,1,leather products (small),T,R
2017,I,Crocodylus niloticus,Reptilia,JP,SK,6,eggs,S,C
2017,I,Crocodylus niloticus,Reptilia,KR,DE,2,leather products (small),T,C
2017,I,Crocodylus niloticus,Reptilia,KR,DE,1,leather products (small),T,R
2017,I,Crocodylus niloticus,Reptilia,KR,FR,31,skins,T,D
2017,I,Crocodylus niloticus,Reptilia,PT,SN,,leather products (small),T,D
2017,I,Crocodylus niloticus,Reptilia,SG,DE,1,leather products (small),T,R
2017,I,Crocodylus niloticus,Reptilia,US,DE,2,leather products (small),T,C
2017,I,Crocodylus niloticus,Reptilia,US,DE,4,leather products (small),T,R
2017,I,Crocodylus niloticus,Reptilia,US,GB,3,leather products (small),T,R
2017,I,Crocodylus porosus,Reptilia,AE,FR,16,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,AE,FR,13,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,AE,FR,2,skins,T,D
2017,I,Crocodylus porosus,Reptilia,AE,IT,4,garments,T,D
2017,I,Crocodylus porosus,Reptilia,AE,IT,2,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,AE,IT,1,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,AM,FR,1,garments,T,D
2017,I,Crocodylus porosus,Reptilia,AU,FR,2,garments,T,D
2017,I,Crocodylus porosus,Reptilia,AU,GB,1,trophies,T,O
2017,I,Crocodylus porosus,Reptilia,AZ,IT,1,garments,T,D
2017,I,Crocodylus porosus,Reptilia,BH,FR,1,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,BH,FR,2,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,BL,IT,1,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,BL,IT,2,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,BR,FR,1,leather products (large),T,D
2017,I,Crocodylus porosus,Reptilia,BR,FR,1,garments,T,D
2017,I,Crocodylus porosus,Reptilia,BR,FR,2,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,CH,DE,1,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,CH,DE,1,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,CH,FR,3,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,CH,FR,1,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,CH,FR,3,garments,T,D
2017,I,Crocodylus porosus,Reptilia,CH,FR,50.5,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,CH,FR,1,skin pieces,T,D
2017,I,Crocodylus porosus,Reptilia,CH,GB,1,leather products (small),T,R
2017,I,Crocodylus porosus,Reptilia,CH,GB,2,leather products (small),T,D
2017,I,Crocodylus porosus,Reptilia,CH,IT,1,leather products (small),T,D
