Year,App.,Taxon,Class,Importer,Exporter,Exporter_reported_quantity,Term,Purpose,Source
2017,II,Gyps himalayensis,Aves,CZ,KZ,1,live,B,C
2017,II,Gyps himalayensis,Aves,KZ,TJ,,live,Z,C
2017,II,Haliaeetus leucocephalus,Aves,FR,FR,,carvings,Q,O
2017,II,Haliaeetus leucocephalus,Aves,NP,NL,1,live,T,C
2017,II,Haliaeetus leucocephalus,Aves,NP,NL,1,live,T,C
2017,II,Haliaeetus leucocephalus,Aves,PF,FR,0.25,carvings,T,O
2017,II,Haliaeetus leucocephalus,Aves,TH,BE,1,live,T,C
2017,II,Haliaeetus pelagicus,Aves,AT,CH,,live,T,C
2017,II,Haliaeetus pelagicus,Aves,DE,CH,,live,T,C
2017,II,Haliaeetus pelagicus,Aves,DE,KZ,4,live,T,C
2017,II,Haliaeetus pelagicus,Aves,EC,NL,1,live,Z,C
2017,II,Haliaeetus pelagicus,Aves,FR,RU,,live,Z,F
2017,II,Haliaeetus pelagicus,Aves,GB,KZ,1,live,B,C
2017,II,Haliaeetus pelagicus,Aves,GB,KZ,,live,T,C
2017,II,Haliaeetus pelagicus,Aves,NP,NL,2,live,T,C
2017,II,Haliaeetus vocifer,Aves,CD,ZA,,live,E,R
2017,II,Hieraaetus pennatus,Aves,CH,FR,2,live,T,C
2017,II,Leucopternis kuhli,Aves,US,PE,4,specimens,S,W
2017,II,Milvus migrans,Aves,DE,CH,,live,T,C
2017,II,Milvus milvus,Aves,DE,CH,,derivatives,E,C
2017,II,Milvus milvus,Aves,DE,CH,,live,T,C
2017,II,Milvus milvus,Aves,US,DE,1,bodies,E,W
2017,II,Neophron percnopterus,Aves,CH,CZ,1,live,Z,C
2017,II,Neophron percnopterus,Aves,CH,ES,1,live,Z,F
2017,II,Neophron percnopterus,Aves,FR,CH,,live,Z,W
2017,II,Neophron percnopterus,Aves,KZ,TJ,,live,Z,C
2017,II,Parabuteo unicinctus,Aves,AE,AT,1,live,P,C
2017,II,Parabuteo unicinctus,Aves,AE,BE,8,live,T,C
2017,II,Parabuteo unicinctus,Aves,AE,ES,2,live,T,C
2017,II,Parabuteo unicinctus,Aves,AE,GB,4,live,T,C
2017,II,Parabuteo unicinctus,Aves,AT,CH,,live,T,C
2017,II,Parabuteo unicinctus,Aves,BD,BE,2,live,T,C
2017,II,Parabuteo unicinctus,Aves,BD,BE,4,live,T,C
2017,II,Parabuteo unicinctus,Aves,CH,DE,2,live,T,C
2017,II,Parabuteo unicinctus,Aves,CH,FR,2,live,B,C
2017,II,Parabuteo unicinctus,Aves,CL,ES,4,live,T,C
2017,II,Parabuteo unicinctus,Aves,DE,CH,,live,P,C
2017,II,Parabuteo unicinctus,Aves,GB,JE,,live,Z,I
2017,II,Parabuteo unicinctus,Aves,JP,BE,1,live,T,C
2017,II,Parabuteo unicinctus,Aves,JP,BE,5,live,T,C
2017,II,Parabuteo unicinctus,Aves,JP,BE,34,live,T,C
2017,II,Parabuteo unicinctus,Aves,JP,GB,2,live,T,C
2017,II,Parabuteo unicinctus,Aves,TW,BE,9,live,T,C
2017,II,Parabuteo unicinctus,Aves,US,GB,2,live,P,C
2017,II,Parabuteo unicinctus,Aves,VN,BE,7,live,T,C
2017,II,Parabuteo unicinctus,Aves,VN,BE,2,live,T,C
2017,II,Parabuteo unicinctus,Aves,VN,BE,6,live,T,C
2017,II,Parabuteo unicinctus,Aves,VN,ES,11,live,T,C
2017,II,Parabuteo unicinctus,Aves,XX,DE,1,live,P,C
2017,II,Pernis apivorus,Aves,NO,DK,1,bodies,P,W
2017,II,Spizaetus tyrannus,Aves,US,PE,1,live,T,C
2017,II,Stephanoaetus coronatus,Aves,TH,CD,8,live,T,W
2017,II,Acipenser baerii,Actinopteri,AD,ES,18.93,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AD,FR,5.91,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,AT,185.85,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AE,BE,5.52,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,DE,1,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,DE,335.814,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AE,DE,440.65445,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AE,DE,161.784,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,DE,0.098,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,13.88,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,27.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,1.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,0.12,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,216.509,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,16.35,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,1.53,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,AE,FR,29.93,meat,T,C
2017,II,Acipenser baerii,Actinopteri,AE,GB,0.0414,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AE,IT,21.875,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,NL,7,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AE,PL,1000,bodies,T,C
2017,II,Acipenser baerii,Actinopteri,AE,PL,6492.3,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AG,DE,1.6,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AL,DE,0.0825,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AL,FR,0.83,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AL,FR,0.038,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AL,IT,0.75,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AM,BY,12.505,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AM,DE,0.24443,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AM,FR,1.654,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AM,FR,0.143,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AM,LV,2,caviar,,
2017,II,Acipenser baerii,Actinopteri,AM,LV,45,meat,,
2017,II,Acipenser baerii,Actinopteri,AN,DE,1.1498,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AN,DE,40.531,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AR,DE,0.049,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AR,DE,38.85813,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AR,DE,19,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AR,EE,0.046,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AT,CH,,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AT,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AU,AT,526.864,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AU,CZ,7800,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AU,DE,34679.676,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AU,DE,7.88,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AU,DE,0.4178,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AU,DE,27.06368,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AU,DK,16.65,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AU,DK,75,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AU,EE,0.2411,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AU,FR,0.001,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AU,FR,16.01,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AU,FR,2.22,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,AU,FR,5,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AU,GB,0.0042,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AU,IT,46.172,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AU,LV,13.666,caviar,,
2017,II,Acipenser baerii,Actinopteri,AW,DE,0.36,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AW,DE,0.031,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AW,DE,2.97956,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AZ,BY,9,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,AZ,DE,0.81363,extract,T,C
2017,II,Acipenser baerii,Actinopteri,AZ,FR,2.54,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AZ,FR,0.118,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,AZ,KZ,200,meat,T,C
2017,II,Acipenser baerii,Actinopteri,AZ,LV,6050.534,meat,,
2017,II,Acipenser baerii,Actinopteri,AZ,PL,15000,bodies,T,C
2017,II,Acipenser baerii,Actinopteri,BA,DE,0.487,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BB,DE,9.35,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BB,GB,138,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BE,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BE,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BE,CN,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BE,TR,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BG,US,,coral sand,T,C
2017,II,Acipenser baerii,Actinopteri,BH,DE,0.026,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BH,DE,5.26,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BH,FR,1.334,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,BL,FR,7.22,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BL,FR,1.025,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BL,FR,24.2,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BO,DE,0.016,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BO,FR,0.075,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,BR,DE,0.031,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BR,DE,44.153,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BR,FR,0.6,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BR,FR,50,extract,T,C
2017,II,Acipenser baerii,Actinopteri,BR,IT,5.195,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BY,DE,9052.3,bodies,T,C
2017,II,Acipenser baerii,Actinopteri,BY,DE,1.8,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,BY,LT,3862,live,T,C
2017,II,Acipenser baerii,Actinopteri,CA,AT,884.498,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CA,AT,156,leather products (small),T,C
2017,II,Acipenser baerii,Actinopteri,CA,BE,0.6,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CA,DE,6.322,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CA,DE,458.02667,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CA,DE,72.248,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CA,DE,5.669,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CA,DE,0.0005,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CA,EE,0.036,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CA,FR,0.9,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CA,FR,0.216,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CA,FR,7.45,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CA,FR,1053.43,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CA,IT,94.823,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CA,LV,2.12,caviar,,
2017,II,Acipenser baerii,Actinopteri,CD,FR,6,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CG,FR,5.01,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,AT,11546.812,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CH,AT,20,bodies,T,C
2017,II,Acipenser baerii,Actinopteri,CH,BE,25.58,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,BE,123.72,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,BE,0.35,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,DE,62.048,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,DE,1205.891,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,DE,357.47162,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,DE,46.21,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,DE,271.90828,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,DE,1.61205,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,DE,100,meat,T,C
2017,II,Acipenser baerii,Actinopteri,CH,EE,0.06224,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CH,ES,0.751,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,CH,ES,2.4,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,CH,ES,3.1,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,5.7,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,2,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,4.395,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,649.177,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,8.892,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,1427.275,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,76.296,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,26.98,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,3600,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,400.1,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,83.5,genitalia,T,C
2017,II,Acipenser baerii,Actinopteri,CH,FR,2559.4,meat,T,C
2017,II,Acipenser baerii,Actinopteri,CH,GB,0.96,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,GB,1.92,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,IT,131.742,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,IT,7028.986,meat,T,C
2017,II,Acipenser baerii,Actinopteri,CH,LU,1.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,LV,72.014,caviar,,
2017,II,Acipenser baerii,Actinopteri,CH,LV,2.425,meat,,
2017,II,Acipenser baerii,Actinopteri,CH,NL,0.01039634,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CH,NL,1.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CH,PL,57.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CI,FR,7.2,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CI,FR,35.735,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CI,FR,0.114,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CI,FR,1.182,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,CI,FR,2.001,meat,T,C
2017,II,Acipenser baerii,Actinopteri,CL,DE,0.4221,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CL,DE,126.709,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CL,ES,1.45,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CL,IT,8.7,eggs,T,C
2017,II,Acipenser baerii,Actinopteri,CL,IT,70000,eggs (live),B,C
2017,II,Acipenser baerii,Actinopteri,CM,FR,1.21,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CM,FR,0.06,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CM,FR,0.02,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,56.239,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,426.96353,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,110.25,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,29375.26156,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,859211.9304,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,78.797,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,11.25,eggs (live),T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,877.9866,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,DE,0.21145,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,EE,0.1416,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,2.7,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,3.791,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,1.32,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,47.49,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,4715.305,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,108.008,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,100000,eggs (live),T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,41.6,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,FR,127.75,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CN,IT,194.771,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CN,LV,0.108,caviar,,
2017,II,Acipenser baerii,Actinopteri,CO,DE,4.529,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CO,DE,0.018,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CO,FR,1.62,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CO,FR,5.1,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CR,DE,4.562,extract,T,C
2017,II,Acipenser baerii,Actinopteri,CR,DE,72.258,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,CR,ES,16.698,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,CY,EE,0.0288,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CH,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CH,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CN,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CN,,bodies,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CN,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,DE,CN,,meat,T,C
2017,II,Acipenser baerii,Actinopteri,DE,US,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,US,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DE,UY,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,DO,DE,4.82,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DO,DE,104.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,DO,DE,0.35453,extract,T,C
2017,II,Acipenser baerii,Actinopteri,DO,FR,0.96,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,DO,FR,16.29,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,DO,IT,0.1,caviar,S,C
2017,II,Acipenser baerii,Actinopteri,DZ,FR,0.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,DZ,FR,0.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,EC,DE,8.054,extract,T,C
2017,II,Acipenser baerii,Actinopteri,EC,FR,0.855,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,EG,DE,33.421,extract,T,C
2017,II,Acipenser baerii,Actinopteri,ES,US,,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,ES,US,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,FI,CH,,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,FR,CN,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,FR,CN,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,FR,FR,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,FR,FR,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,FR,FR,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,FR,TR,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,FR,UY,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GA,FR,0.66,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GA,FR,0.47,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GA,FR,0.034,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,GB,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,GB,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,GB,CN,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GB,CN,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GB,IR,,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GE,AT,145,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,GE,BY,1.5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GE,DE,0.675,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GE,DE,4.8876,extract,T,C
2017,II,Acipenser baerii,Actinopteri,GE,FR,2.91,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GE,FR,0.651,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,GE,IT,13.75,caviar,S,C
2017,II,Acipenser baerii,Actinopteri,GE,IT,50.372,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,GE,IT,2000,meat,T,C
2017,II,Acipenser baerii,Actinopteri,GT,DE,5.26,extract,T,C
2017,II,Acipenser baerii,Actinopteri,GT,DE,0.059,extract,T,C
2017,II,Acipenser baerii,Actinopteri,HK,AT,5081.66,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,HK,EE,0.0759,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,HK,ES,145.443,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FI,6.35,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,31.61,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,1.796,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,25.01,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,19.698,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,4.12,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,0.01,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,675.155,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,508.542,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,11183.82,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,10.072,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,7.685,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,0.1,extract,T,C
2017,II,Acipenser baerii,Actinopteri,HK,FR,107.43,meat,T,C
2017,II,Acipenser baerii,Actinopteri,HK,LV,13.232,caviar,,
2017,II,Acipenser baerii,Actinopteri,HK,NL,1,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,HN,DE,0.05515,extract,T,C
2017,II,Acipenser baerii,Actinopteri,ID,DE,3.604,extract,T,C
2017,II,Acipenser baerii,Actinopteri,ID,DE,9.99952,extract,T,C
2017,II,Acipenser baerii,Actinopteri,ID,DE,10.905,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,ID,FR,84.8,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,ID,FR,0.1,extract,T,C
2017,II,Acipenser baerii,Actinopteri,ID,IT,5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,IL,AT,1121.5,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,IL,DE,1.02,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IL,DE,59.902,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IL,DE,0.75,eggs (live),T,C
2017,II,Acipenser baerii,Actinopteri,IL,DE,0.117,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IL,FR,1000,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IL,FR,30,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IN,DE,31.38554,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IN,DE,11.43359,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IN,ES,13.182,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,IN,FR,4.125,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,IN,IT,3,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,IQ,AT,592.2,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,IQ,DE,21.1659,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IQ,DE,0.0126,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IR,DE,304.575,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IR,DE,2.60757,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IR,FR,5.976,cosmetics,T,C
2017,II,Acipenser baerii,Actinopteri,IR,FR,585000,eggs (live),T,C
2017,II,Acipenser baerii,Actinopteri,IR,FR,252000,fingerlings,T,C
2017,II,Acipenser baerii,Actinopteri,IS,DE,5,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,IS,DE,0.21814,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IS,FI,3.27,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,IT,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,IT,CH,,extract,T,C
2017,II,Acipenser baerii,Actinopteri,JM,DE,42.836,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JO,BY,12,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JO,DE,10.11,extract,T,C
2017,II,Acipenser baerii,Actinopteri,JO,DE,0.039,extract,T,C
2017,II,Acipenser baerii,Actinopteri,JO,FR,7.275,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JO,FR,0.168,derivatives,T,C
2017,II,Acipenser baerii,Actinopteri,JO,FR,1.391,meat,T,C
2017,II,Acipenser baerii,Actinopteri,JO,IT,0.08,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JP,BE,10,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JP,DE,10.8654,extract,T,C
2017,II,Acipenser baerii,Actinopteri,JP,DE,809.2454,extract,T,C
2017,II,Acipenser baerii,Actinopteri,JP,DE,198.72,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JP,DE,1.1,eggs (live),T,C
2017,II,Acipenser baerii,Actinopteri,JP,DE,18.46,extract,T,C
2017,II,Acipenser baerii,Actinopteri,JP,DE,500,live,T,C
2017,II,Acipenser baerii,Actinopteri,JP,ES,11.55,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JP,ES,2.58,meat,T,C
2017,II,Acipenser baerii,Actinopteri,JP,FI,1220.75,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JP,FR,2,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JP,FR,347.93,caviar,T,C
2017,II,Acipenser baerii,Actinopteri,JP,FR,12.821,derivatives,T,C
