Year,App,Taxon,Class,Importer,Exporter,Exporter_reported_quantity,Term,Purpose,Source
2002,I,Haliaeetus leucocephalus,Aves,IT,CZ,1,live,Z,C
2002,I,Haliaeetus leucocephalus,Aves,JP,CA,1,live,S,W
2002,I,Haliaeetus leucocephalus,Aves,JP,CA,2,live,Z,C
2002,I,Haliaeetus leucocephalus,Aves,KR,CA,1,live,Z,C
2002,I,Haliaeetus leucocephalus,Aves,MX,CA,,live,Q,C
2002,I,Haliaeetus leucocephalus,Aves,NZ,CA,,feathers,,I
2002,I,Haliaeetus leucocephalus,Aves,SG,CA,1,live,Z,W
2002,I,Haliaeetus leucocephalus,Aves,SG,CZ,2,live,Z,C
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,W
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,bone carvings,P,W
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,bones,P,W
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,claws,P,W
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,H,W
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,I
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,feathers,P,W
2002,I,Haliaeetus leucocephalus,Aves,US,CA,,unspecified,P,I
2002,I,Haliaeetus leucocephalus,Aves,US,MX,,feathers,P,I
2002,I,Haliaeetus leucocephalus,Aves,ZM,IM,1,feathers,P,C
2002,I,Harpia harpyja,Aves,BR,GB,2,feathers,Q,O
2002,I,Harpia harpyja,Aves,BR,US,1,feathers,E,O
2002,I,Harpia harpyja,Aves,CH,ES,,feathers,Q,O
2002,I,Harpia harpyja,Aves,CH,ES,1,feathers,T,O
2002,I,Harpia harpyja,Aves,PE,BE,1,live,Z,C
2002,I,Pithecophaga jefferyi,Aves,AU,US,1,skeletons,S,W
2002,I,Acipenser sturio,Actinopteri,DE,PL,8,specimens,S,O
2002,I,Acipenser sturio,Actinopteri,PL,GE,,eggs (live),S,F
2002,I,Agave spp.,,BE,NZ,,live,T,A
2002,I,Agave spp.,,CH,BE,78,live,T,A
2002,I,Agave spp.,,NO,BE,75,live,T,A
2002,I,Agave parviflora,,AU,US,100,seeds,T,D
2002,I,Agave parviflora,,BE,US,40,seeds,T,D
2002,I,Agave parviflora,,CH,DE,7,live,T,D
2002,I,Agave parviflora,,CH,DE,,live,,A
2002,I,Agave parviflora,,CZ,US,100,seeds,T,D
2002,I,Agave parviflora,,DE,CH,,live,T,D
2002,I,Agave parviflora,,DE,MC,4,live,T,D
2002,I,Agave parviflora,,DE,US,20,seeds,T,D
2002,I,Agave parviflora,,FR,US,120,seeds,T,D
2002,I,Agave parviflora,,GB,US,20,seeds,T,D
2002,I,Agave parviflora,,HU,US,160,seeds,T,D
2002,I,Agave parviflora,,IL,US,200,seeds,T,D
2002,I,Agave parviflora,,IT,US,100,seeds,T,D
2002,I,Agave parviflora,,JP,US,160,seeds,T,D
2002,I,Agave parviflora,,MC,DE,4,live,T,D
2002,I,Agave parviflora,,NZ,US,100,seeds,T,D
2002,I,Agave parviflora,,PE,US,20,seeds,T,D
2002,I,Agave parviflora,,SG,US,1,live,T,D
2002,I,Agave parviflora,,TH,US,300,seeds,T,D
2002,I,Nolina spp.,,CH,BE,2,live,T,A
2002,I,Nolina spp.,,KZ,CN,2,live,T,A
2002,I,Nolina interrata,,SI,NL,,live,T,A
2002,I,Ailurus fulgens,Mammalia,AU,NZ,3,live,Z,C
2002,I,Ailurus fulgens,Mammalia,CA,JP,,live,B,C
2002,I,Ailurus fulgens,Mammalia,CA,JP,,live,B,F
2002,I,Ailurus fulgens,Mammalia,CA,JP,3,live,Z,C
2002,I,Ailurus fulgens,Mammalia,CH,FR,1,live,Z,C
2002,I,Ailurus fulgens,Mammalia,GB,IE,1,live,Z,C
2002,I,Ailurus fulgens,Mammalia,IM,GB,,live,B,C
2002,I,Ailurus fulgens,Mammalia,IM,GB,,live,Z,C
2002,I,Ailurus fulgens,Mammalia,LV,SE,2,live,Z,C
2002,I,Ailurus fulgens,Mammalia,MX,JP,2,live,Z,C
2002,I,Ailurus fulgens,Mammalia,MY,CN,4,live,Z,W
2002,I,Ailurus fulgens,Mammalia,PL,GB,1,live,Z,C
2002,I,Ailurus fulgens,Mammalia,TW,JP,1,live,Z,C
2002,I,Alligator sinensis,Reptilia,JP,CN,10,live,T,D
2002,I,Caiman latirostris,Reptilia,US,NI,,bodies,P,I
2002,I,Caiman latirostris,Reptilia,US,XX,,bodies,P,I
2002,I,Melanosuchus niger,Reptilia,CL,PE,15,skulls,Q,W
2002,I,Melanosuchus niger,Reptilia,FR,PE,15,skulls,Q,W
2002,I,Melanosuchus niger,Reptilia,RU,CH,4,live,,F
2002,I,Anas laysanensis,Aves,CH,NL,8,live,T,C
2002,I,Asarcornis scutulata,Aves,GB,JE,4,live,Z,C
2002,I,Asarcornis scutulata,Aves,US,GB,20,feathers,S,C
2002,I,Branta canadensis leucopareia,Aves,RU,JP,7,live,S,C
2002,I,Branta sandvicensis,Aves,CH,NL,6,live,T,C
2002,I,Branta sandvicensis,Aves,EE,DE,4,live,Z,C
2002,I,Branta sandvicensis,Aves,IT,DK,1,bodies,T,C
2002,I,Branta sandvicensis,Aves,JP,NL,2,live,B,C
2002,I,Branta sandvicensis,Aves,US,FR,,trophies,H,I
2002,I,Branta sandvicensis,Aves,ZA,NL,3,live,T,C
2002,I,Rhodonessa caryophyllacea,Aves,US,GR,,live,T,C
2002,I,Antilocapra americana,Mammalia,US,MX,1,trophies,H,O
2002,I,Antilocapra americana,Mammalia,ZA,US,,trophies,H,W
2002,I,Pachypodium spp.,,CH,ES,1,live,P,A
2002,I,Pachypodium ambongense,,GB,CH,,live,T,D
2002,I,Pachypodium ambongense,,GB,CH,50,live,,A
2002,I,Pachypodium ambongense,,US,CH,,live,T,D
2002,I,Pachypodium ambongense,,US,CH,100,live,,A
2002,I,Pachypodium baronii,,CH,DE,10,live,T,D
2002,I,Pachypodium baronii,,CH,DE,,live,,A
2002,I,Pachypodium baronii,,DE,CH,,live,T,D
2002,I,Pachypodium baronii,,DE,CH,,live,T,A
2002,I,Pachypodium baronii,,DE,CH,30,live,,A
2002,I,Pachypodium baronii,,DE,MC,3,live,T,D
2002,I,Pachypodium baronii,,GB,CH,,live,T,D
2002,I,Pachypodium baronii,,GB,CH,140,live,,A
2002,I,Pachypodium baronii,,KR,MT,20,seeds,T,D
2002,I,Pachypodium baronii,,MC,DE,8,live,T,D
2002,I,Pachypodium baronii,,NZ,MG,,seeds,,I
2002,I,Pachypodium baronii,,US,CH,,live,T,D
2002,I,Pachypodium baronii,,US,CH,20,live,,A
2002,I,Pachypodium decaryi,,US,CH,,live,T,D
2002,I,Pachypodium decaryi,,US,CH,10,live,,A
2002,I,Araucaria spp.,,CH,BE,1091,live,T,A
2002,I,Araucaria araucana,,CR,CL,2,live,,A
2002,I,Araucaria araucana,,CZ,NL,,live,T,A
2002,I,Araucaria araucana,,ES,CL,2,live,,A
2002,I,Araucaria araucana,,ES,CL,100,seeds,S,W
2002,I,Araucaria araucana,,NL,CL,5188,live,,A
2002,I,Araucaria araucana,,SI,NL,,live,T,A
2002,I,Araucaria araucana,,US,CA,5,live,T,A
2002,I,Araucaria araucana,,US,CL,5,seeds,S,W
2002,I,Araucaria araucana,,US,CL,,seeds,T,I
2002,I,Balaena mysticetus,Mammalia,AU,CA,1,carvings,P,O
2002,I,Balaena mysticetus,Mammalia,CA,GL,20,skin pieces,S,W
2002,I,Balaena mysticetus,Mammalia,CA,GL,,specimens,S,W
2002,I,Balaena mysticetus,Mammalia,CA,US,3,bone carvings,E,O
2002,I,Balaena mysticetus,Mammalia,CA,US,,specimens,S,W
2002,I,Balaena mysticetus,Mammalia,FI,RU,,bones,E,O
2002,I,Balaena mysticetus,Mammalia,GB,US,2,bones,E,W
2002,I,Balaena mysticetus,Mammalia,GL,DK,1,bones,P,W
2002,I,Balaena mysticetus,Mammalia,US,CA,,bone carvings,Q,O
2002,I,Balaena mysticetus,Mammalia,US,CA,2,bones,S,W
2002,I,Balaena mysticetus,Mammalia,US,CA,,bone pieces,S,W
2002,I,Balaena mysticetus,Mammalia,US,CA,,skin pieces,S,W
2002,I,Balaena mysticetus,Mammalia,US,CA,28,specimens,S,W
2002,I,Eubalaena spp.,Mammalia,NZ,FJ,,teeth,P,W
2002,I,Eubalaena spp.,Mammalia,NZ,FJ,,teeth,,I
2002,I,Eubalaena spp.,Mammalia,NZ,TO,,bones,P,W
2002,I,Eubalaena spp.,Mammalia,NZ,TO,,bones,,I
2002,I,Eubalaena spp.,Mammalia,NZ,TO,,teeth,P,W
2002,I,Eubalaena spp.,Mammalia,NZ,XX,,teeth,,I
2002,I,Eubalaena australis,Mammalia,JP,ZZ,,skin pieces,S,W
2002,I,Eubalaena glacialis,Mammalia,CA,US,58,specimens,S,W
2002,I,Eubalaena glacialis,Mammalia,US,CA,10,specimens,S,W
2002,I,Eubalaena glacialis,Mammalia,US,ES,1,bone pieces,S,W
2002,I,Eubalaena glacialis,Mammalia,US,NO,2,bones,S,O
2002,I,Eubalaena glacialis,Mammalia,US,NO,,bone pieces,S,W
2002,I,Eubalaena glacialis,Mammalia,US,NO,,skin pieces,S,W
2002,I,Balaenoptera spp.,Mammalia,CA,US,,bones,Q,O
2002,I,Balaenoptera acutorostrata,Mammalia,CA,NO,,meat,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,CA,NO,650,specimens,T,W
2002,I,Balaenoptera acutorostrata,Mammalia,CA,US,1,bone carvings,E,O
2002,I,Balaenoptera acutorostrata,Mammalia,CA,US,2,bone pieces,E,O
2002,I,Balaenoptera acutorostrata,Mammalia,DE,NO,0.042,specimens,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,DE,NO,6,specimens,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,GL,NO,2,carvings,E,W
2002,I,Balaenoptera acutorostrata,Mammalia,IS,NO,4268,meat,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,IS,NO,39105,meat,T,W
2002,I,Balaenoptera acutorostrata,Mammalia,JP,NO,,specimens,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,JP,NO,1.5,specimens,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,JP,ZZ,,bodies,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,JP,ZZ,,skin pieces,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,PL,NO,50,bones,E,O
2002,I,Balaenoptera acutorostrata,Mammalia,US,CA,2,specimens,S,W
2002,I,Balaenoptera acutorostrata,Mammalia,US,NO,0.5,specimens,S,W
2002,I,Balaenoptera bonaerensis,Mammalia,JP,ZZ,,bodies,S,W
2002,I,Balaenoptera bonaerensis,Mammalia,NO,JP,114,specimens,S,W
2002,I,Balaenoptera borealis,Mammalia,DE,US,,specimens,S,W
2002,I,Balaenoptera borealis,Mammalia,JP,ZZ,,bodies,S,W
2002,I,Balaenoptera borealis,Mammalia,JP,ZZ,,skin pieces,S,W
2002,I,Balaenoptera borealis,Mammalia,US,CA,,skin pieces,S,W
2002,I,Balaenoptera borealis,Mammalia,US,CA,2,specimens,S,W
2002,I,Balaenoptera edeni,Mammalia,JP,NL,,specimens,S,W
2002,I,Balaenoptera edeni,Mammalia,JP,ZZ,,bodies,S,W
2002,I,Balaenoptera edeni,Mammalia,JP,ZZ,,skin pieces,S,W
2002,I,Balaenoptera edeni,Mammalia,US,MV,,specimens,S,W
2002,I,Balaenoptera musculus,Mammalia,JP,ZZ,,skin pieces,S,W
2002,I,Balaenoptera musculus,Mammalia,NC,US,,specimens,S,W
2002,I,Balaenoptera musculus,Mammalia,NZ,NC,1,specimens,S,W
2002,I,Balaenoptera musculus,Mammalia,US,AU,,specimens,S,W
2002,I,Balaenoptera musculus,Mammalia,US,CA,,specimens,S,W
2002,I,Balaenoptera musculus,Mammalia,US,CA,10,specimens,S,W
2002,I,Balaenoptera musculus,Mammalia,US,CA,57,specimens,S,W
2002,I,Balaenoptera musculus,Mammalia,US,JP,,skin pieces,S,W
2002,I,Balaenoptera musculus,Mammalia,US,MV,,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,CA,US,,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,CA,US,,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,CA,US,,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,CA,US,20,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,DE,US,,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,DK,GL,5,carvings,P,W
2002,I,Balaenoptera physalus,Mammalia,IE,FO,,bones,E,W
2002,I,Balaenoptera physalus,Mammalia,JP,ZZ,,skin pieces,S,W
2002,I,Balaenoptera physalus,Mammalia,US,CA,,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,US,CA,,skin pieces,S,W
2002,I,Balaenoptera physalus,Mammalia,US,CA,6,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,US,CA,33,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,US,FR,33,specimens,S,W
2002,I,Balaenoptera physalus,Mammalia,US,MX,182,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,CA,US,15,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,CA,US,21,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,DE,GL,1,bones,P,W
2002,I,Megaptera novaeangliae,Mammalia,DE,US,,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,JP,NZ,,specimens,E,W
2002,I,Megaptera novaeangliae,Mammalia,JP,VC,,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,JP,ZZ,,skin pieces,S,W
2002,I,Megaptera novaeangliae,Mammalia,NZ,JP,1,specimens,E,O
2002,I,Megaptera novaeangliae,Mammalia,NZ,NC,42,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,NZ,PF,1617,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,NZ,US,13,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,CA,,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,CA,,skin pieces,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,CA,63,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,CA,44,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,GA,,skin pieces,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,GA,644,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,MG,,skin pieces,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,MG,435,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,PK,1,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,YT,120,specimens,S,W
2002,I,Megaptera novaeangliae,Mammalia,US,ZA,,skin pieces,S,W
2002,I,Acrantophis dumerili,Reptilia,CA,NL,,live,B,C
2002,I,Acrantophis dumerili,Reptilia,CA,NL,4,live,T,C
2002,I,Acrantophis dumerili,Reptilia,CA,US,,live,B,F
2002,I,Acrantophis dumerili,Reptilia,CA,US,2,live,Z,C
2002,I,Acrantophis dumerili,Reptilia,FR,CH,,live,B,C
2002,I,Acrantophis madagascariensis,Reptilia,CA,NL,,live,B,C
2002,I,Acrantophis madagascariensis,Reptilia,CA,NL,4,live,T,C
2002,I,Acrantophis madagascariensis,Reptilia,CH,DE,,live,P,C
2002,I,Acrantophis madagascariensis,Reptilia,CH,DE,12,live,T,C
2002,I,Acrantophis madagascariensis,Reptilia,DE,CM,1,skins,P,W
2002,I,Boa constrictor occidentalis,Reptilia,CH,DE,2,live,T,C
2002,I,Boa constrictor occidentalis,Reptilia,CL,AR,2,live,B,C
2002,I,Boa constrictor occidentalis,Reptilia,CL,AR,3,live,Q,C
2002,I,Boa constrictor occidentalis,Reptilia,CL,AR,,live,,F
2002,I,Boa constrictor occidentalis,Reptilia,DK,DE,,live,T,C
2002,I,Boa constrictor occidentalis,Reptilia,DK,NL,,live,T,C
2002,I,Boa constrictor occidentalis,Reptilia,US,AR,1,specimens,S,W
2002,I,Boidae spp.,Reptilia,SI,HK,,skins,E,I
2002,I,Epicrates inornatus,Reptilia,CA,DE,4,live,T,C
2002,I,Epicrates inornatus,Reptilia,CA,DE,17,live,T,D
2002,I,Epicrates subflavus,Reptilia,BE,JE,4,live,B,C
2002,I,Epicrates subflavus,Reptilia,BE,JE,4,live,B,F
2002,I,Epicrates subflavus,Reptilia,BE,JE,,live,E,C
2002,I,Epicrates subflavus,Reptilia,BE,JE,6,live,Z,C
2002,I,Epicrates subflavus,Reptilia,GB,JE,2,live,Z,C
2002,I,Epicrates subflavus,Reptilia,PT,JE,2,live,Z,C
2002,I,Epicrates subflavus,Reptilia,PT,JE,,live,Z,F
2002,I,Sanzinia madagascariensis,Reptilia,CA,US,,live,B,I
2002,I,Sanzinia madagascariensis,Reptilia,CA,US,2,live,Z,I
2002,I,Sanzinia madagascariensis,Reptilia,CA,US,,live,B,F
2002,I,Sanzinia madagascariensis,Reptilia,CA,US,1,live,Z,C
2002,I,Sanzinia madagascariensis,Reptilia,CH,DE,,live,P,C
2002,I,Sanzinia madagascariensis,Reptilia,CH,DE,1,live,T,C
2002,I,Sanzinia madagascariensis,Reptilia,CH,DE,,live,P,C
2002,I,Sanzinia madagascariensis,Reptilia,CH,DE,4,live,T,C
2002,I,Sanzinia madagascariensis,Reptilia,CH,NL,5,live,Z,C
2002,I,Sanzinia madagascariensis,Reptilia,DE,CR,,live,P,C
2002,I,Sanzinia madagascariensis,Reptilia,DE,CR,6,live,T,C
2002,I,Sanzinia madagascariensis,Reptilia,US,MG,0.05,specimens,S,W
2002,I,Addax nasomaculatus,Mammalia,BE,US,1,trophies,H,C
2002,I,Addax nasomaculatus,Mammalia,BE,US,,trophies,H,F
2002,I,Addax nasomaculatus,Mammalia,CA,US,,horns,H,F
2002,I,Addax nasomaculatus,Mammalia,CA,US,,skins,H,F
2002,I,Addax nasomaculatus,Mammalia,CA,US,,skulls,H,F
2002,I,Addax nasomaculatus,Mammalia,CA,US,1,trophies,H,F
2002,I,Addax nasomaculatus,Mammalia,CA,US,,trophies,H,R
2002,I,Addax nasomaculatus,Mammalia,CZ,SK,1,live,Z,C
2002,I,Addax nasomaculatus,Mammalia,ES,US,1,trophies,H,F
2002,I,Addax nasomaculatus,Mammalia,HR,DE,1,live,Z,C
2002,I,Addax nasomaculatus,Mammalia,PL,NL,1,live,Z,C
2002,I,Addax nasomaculatus,Mammalia,RO,HU,1,live,Z,C
2002,I,Addax nasomaculatus,Mammalia,SA,NL,2,live,T,C
2002,I,Addax nasomaculatus,Mammalia,TH,IL,3,live,Z,C
2002,I,Addax nasomaculatus,Mammalia,US,CA,1,trophies,H,F
2002,I,Addax nasomaculatus,Mammalia,US,MX,1,trophies,H,O
2002,I,Bos gaurus,Mammalia,CA,US,,live,Z,C
2002,I,Bos gaurus,Mammalia,CA,US,,specimens,S,C
2002,I,Bos gaurus,Mammalia,US,GB,6,carvings,T,U
2002,I,Bos gaurus,Mammalia,US,GB,,horn carvings,T,O
2002,I,Bos mutus,Mammalia,LV,EE,1,hair,E,I
2002,I,Bos mutus,Mammalia,RU,UA,1,live,Q,U
2002,I,Bos mutus,Mammalia,US,CH,,hair products,T,I
2002,I,Capra falconeri,Mammalia,BY,MD,1,live,Z,C
2002,I,Capra falconeri,Mammalia,CA,PK,,horns,H,W
2002,I,Capra falconeri,Mammalia,CA,PK,,skins,H,W
2002,I,Capra falconeri,Mammalia,CA,PK,1,trophies,H,W
2002,I,Capra falconeri,Mammalia,DE,PK,,skins,H,W
2002,I,Capra falconeri,Mammalia,DE,PK,,skulls,H,W
2002,I,Capra falconeri,Mammalia,DE,PK,1,trophies,H,W
2002,I,Capra falconeri,Mammalia,EE,UA,1,live,Z,C
2002,I,Capra falconeri,Mammalia,ES,US,1,trophies,H,C
2002,I,Capra falconeri,Mammalia,ES,UZ,,trophies,H,I
2002,I,Capra falconeri,Mammalia,FR,PK,1,specimens,S,W
2002,I,Capra falconeri,Mammalia,KR,US,1,live,T,C
2002,I,Capra falconeri,Mammalia,KR,US,1,live,T,F
2002,I,Capra falconeri,Mammalia,KR,US,,live,Z,C
2002,I,Capra falconeri,Mammalia,KR,US,,live,Z,F
2002,I,Capra falconeri,Mammalia,PK,DK,1,trophies,P,W
2002,I,Capra falconeri,Mammalia,SK,RU,1,live,B,C
2002,I,Capra falconeri,Mammalia,UA,KZ,,live,Z,C
2002,I,Capra falconeri,Mammalia,US,CA,,live,T,C
2002,I,Capra falconeri,Mammalia,US,CA,1,live,Z,C
2002,I,Capra falconeri,Mammalia,UZ,LV,2,live,Z,C
2002,I,Capricornis sumatraensis,Mammalia,US,LA,,bone pieces,P,I
2002,I,Capricornis sumatraensis,Mammalia,US,LA,,feet,P,I
2002,I,Capricornis sumatraensis,Mammalia,US,LA,,horn pieces,P,I
2002,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,P,I
2002,I,Capricornis sumatraensis,Mammalia,US,MH,,horns,P,W
2002,I,Naemorhedus goral,Mammalia,JP,KR,,derivatives,Q,I
2002,I,Naemorhedus goral,Mammalia,KR,JP,1,specimens,Q,I
2002,I,Oryx dammah,Mammalia,AE,BE,1,live,Z,C
2002,I,Oryx dammah,Mammalia,BE,CZ,5,live,Z,C
2002,I,Oryx dammah,Mammalia,BE,US,1,trophies,H,C
2002,I,Oryx dammah,Mammalia,BE,US,,trophies,H,F
2002,I,Oryx dammah,Mammalia,BE,ZA,2,trophies,H,F
2002,I,Oryx dammah,Mammalia,CA,US,,horns,H,F
2002,I,Oryx dammah,Mammalia,CA,US,,skins,H,F
2002,I,Oryx dammah,Mammalia,CA,US,,skulls,H,F
2002,I,Oryx dammah,Mammalia,CA,US,1,trophies,H,C
2002,I,Oryx dammah,Mammalia,CA,US,1,trophies,H,F
2002,I,Oryx dammah,Mammalia,CY,IL,3,live,Z,C
2002,I,Oryx dammah,Mammalia,DE,ZA,1,trophies,H,F
2002,I,Oryx dammah,Mammalia,ES,US,1,trophies,H,C
2002,I,Oryx dammah,Mammalia,ES,US,1,trophies,H,F
2002,I,Oryx dammah,Mammalia,ES,ZA,1,trophies,H,F
2002,I,Oryx dammah,Mammalia,FR,ZA,2,trophies,H,F
2002,I,Oryx dammah,Mammalia,GE,ZA,1,trophies,H,F
2002,I,Oryx dammah,Mammalia,HK,FR,1,trophies,P,O
2002,I,Oryx dammah,Mammalia,PL,CZ,2,live,Z,C
2002,I,Oryx dammah,Mammalia,RU,ZA,1,trophies,H,F
2002,I,Oryx dammah,Mammalia,RU,ZA,,trophies,P,W
2002,I,Oryx dammah,Mammalia,SN,FR,4,live,N,C
2002,I,Oryx dammah,Mammalia,SN,FR,,live,Z,C
2002,I,Oryx dammah,Mammalia,UA,DE,,live,Z,C
2002,I,Oryx dammah,Mammalia,US,CA,1,trophies,H,F
2002,I,Oryx dammah,Mammalia,US,MX,1,trophies,H,O
2002,I,Oryx dammah,Mammalia,US,MX,1,trophies,H,C
2002,I,Oryx dammah,Mammalia,US,ZA,11,trophies,H,F
2002,I,Oryx dammah,Mammalia,US,ZA,6,trophies,H,W
2002,I,Oryx dammah,Mammalia,UY,BR,,skins,H,F
2002,I,Oryx leucoryx,Mammalia,AE,US,,live,B,C
2002,I,Oryx leucoryx,Mammalia,AE,US,,live,B,F
2002,I,Oryx leucoryx,Mammalia,DE,CH,2,specimens,,C
2002,I,Oryx leucoryx,Mammalia,EE,DK,1,skulls,E,O
2002,I,Oryx leucoryx,Mammalia,GB,AE,,skeletons,S,U
2002,I,Oryx leucoryx,Mammalia,GB,AE,,skins,S,C
2002,I,Oryx leucoryx,Mammalia,GB,AE,2,skeletons,,C
2002,I,Oryx leucoryx,Mammalia,JP,AE,2,skins,,C
2002,I,Oryx leucoryx,Mammalia,LV,EE,,skulls,E,O
2002,I,Oryx leucoryx,Mammalia,QA,DE,1,live,B,C
2002,I,Oryx leucoryx,Mammalia,QA,NL,2,live,Z,C
2002,I,Oryx leucoryx,Mammalia,SA,CZ,4,live,T,C
2002,I,Oryx leucoryx,Mammalia,SA,JO,4,live,P,C
2002,I,Oryx leucoryx,Mammalia,SA,NL,3,live,T,C
2002,I,Oryx leucoryx,Mammalia,UA,DE,,live,Z,C
2002,I,Ovis ammon nigrimontana,Mammalia,CA,KZ,,horns,H,W
