Year,App,Taxon,Class,Importer,Exporter,Exporter_reported_quantity,Term,Purpose,Source
2000,I,Agave parviflora,,JP,US,500,seeds,T,D
2000,I,Agave parviflora,,MC,DE,4,live,T,D
2000,I,Agave parviflora,,MX,US,20,seeds,T,D
2000,I,Agave parviflora,,NL,US,980,seeds,T,D
2000,I,Agave parviflora,,NZ,US,60,seeds,T,D
2000,I,Agave parviflora,,NZ,XX,,seeds,,I
2000,I,Agave parviflora,,PT,US,120,seeds,T,D
2000,I,Agave parviflora,,RU,US,20,seeds,T,D
2000,I,Agave parviflora,,TH,US,500,seeds,T,D
2000,I,Ailurus fulgens,Mammalia,CH,NL,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,CH,PT,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,CZ,IT,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,DE,PL,,live,B,C
2000,I,Ailurus fulgens,Mammalia,DE,PL,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,ES,HR,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,HR,ES,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,HU,DE,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,HU,SE,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,JP,CN,2,live,Z,C
2000,I,Ailurus fulgens,Mammalia,NL,CH,,live,Z,C
2000,I,Ailurus fulgens,Mammalia,NL,CH,1,live,,C
2000,I,Ailurus fulgens,Mammalia,PL,DE,1,live,Z,C
2000,I,Ailurus fulgens,Mammalia,SG,CN,8,live,Z,F
2000,I,Ailurus fulgens,Mammalia,US,HU,1,live,Z,C
2000,I,Alligator sinensis,Reptilia,DE,DK,1,live,B,C
2000,I,Alligator sinensis,Reptilia,EE,US,,live,Z,F
2000,I,Alligator sinensis,Reptilia,EE,US,3,live,,F
2000,I,Alligator sinensis,Reptilia,JP,CN,30,live,T,D
2000,I,Caiman crocodilus apaporiensis,Reptilia,KR,US,,live,Q,C
2000,I,Caiman latirostris,Reptilia,DE,BR,2,skin pieces,S,C
2000,I,Caiman latirostris,Reptilia,DK,DE,,live,Z,U
2000,I,Caiman latirostris,Reptilia,US,KR,,bodies,P,I
2000,I,Anas laysanensis,Aves,CH,NL,4,live,T,C
2000,I,Asarcornis scutulata,Aves,BE,JE,2,live,B,C
2000,I,Asarcornis scutulata,Aves,FR,JE,,live,B,C
2000,I,Asarcornis scutulata,Aves,GB,JE,,live,B,C
2000,I,Asarcornis scutulata,Aves,GB,JE,14,live,B,C
2000,I,Asarcornis scutulata,Aves,MY,SG,4,live,Z,C
2000,I,Asarcornis scutulata,Aves,NL,HK,,live,Z,C
2000,I,Branta canadensis leucopareia,Aves,DE,CA,8,live,B,F
2000,I,Branta canadensis leucopareia,Aves,FR,US,,carvings,Q,O
2000,I,Branta canadensis leucopareia,Aves,FR,US,1,unspecified,,W
2000,I,Branta canadensis leucopareia,Aves,FR,US,1,unspecified,,O
2000,I,Branta canadensis leucopareia,Aves,RU,JP,8,live,S,C
2000,I,Branta canadensis leucopareia,Aves,US,FR,1,bodies,Q,O
2000,I,Branta canadensis leucopareia,Aves,US,FR,1,feathers,Q,O
2000,I,Branta sandvicensis,Aves,CH,NL,12,live,T,C
2000,I,Branta sandvicensis,Aves,KZ,SK,1,live,Z,C
2000,I,Branta sandvicensis,Aves,PL,CZ,,live,Z,C
2000,I,Branta sandvicensis,Aves,QA,NL,5,live,T,C
2000,I,Branta sandvicensis,Aves,SK,CZ,1,live,Z,C
2000,I,Branta sandvicensis,Aves,US,CA,7,live,B,F
2000,I,Antilocapra americana,Mammalia,FR,US,1,unspecified,,W
2000,I,Pachypodium spp.,,BM,KY,3,live,P,W
2000,I,Pachypodium spp.,,DE,CH,,live,T,A
2000,I,Pachypodium spp.,,DE,CH,,live,T,D
2000,I,Pachypodium ambongense,,CA,MG,2,live,S,W
2000,I,Pachypodium ambongense,,FR,MG,2,live,P,W
2000,I,Pachypodium baronii,,CH,DE,9,live,T,D
2000,I,Pachypodium baronii,,CH,DE,,live,,A
2000,I,Pachypodium baronii,,DE,CH,,live,T,A
2000,I,Pachypodium baronii,,DE,CH,,live,T,D
2000,I,Pachypodium baronii,,DE,CH,220,live,,A
2000,I,Pachypodium baronii,,DE,MC,,live,T,D
2000,I,Pachypodium baronii,,GB,CH,200,live,,A
2000,I,Pachypodium baronii,,GH,CH,4,live,,A
2000,I,Pachypodium baronii,,MC,DE,8,live,T,D
2000,I,Pachypodium baronii,,MC,MT,500,seeds,T,D
2000,I,Pachypodium baronii,,NZ,GB,,seeds,,I
2000,I,Pachypodium baronii,,US,CH,180,live,,A
2000,I,Pachypodium baronii,,ZA,CH,20,live,,A
2000,I,Pachypodium decaryi,,CH,DE,5,live,T,D
2000,I,Pachypodium decaryi,,CH,DE,,live,,A
2000,I,Pachypodium decaryi,,DE,MC,,live,T,D
2000,I,Pachypodium decaryi,,GB,CH,50,live,,A
2000,I,Pachypodium decaryi,,MC,DE,4,live,T,D
2000,I,Pachypodium decaryi,,US,CH,10,live,,A
2000,I,Araucaria araucana,,IT,CL,1,live,S,W
2000,I,Araucaria araucana,,NL,NZ,7000,live,T,A
2000,I,Araucaria araucana,,NZ,CL,,seeds,,I
2000,I,Alouatta palliata,Mammalia,CA,NI,130,hair,S,W
2000,I,Alouatta palliata,Mammalia,CA,PA,120,specimens,S,W
2000,I,Alouatta palliata,Mammalia,US,NI,50,hair,S,W
2000,I,Alouatta palliata,Mammalia,US,NI,1900,specimens,S,W
2000,I,Alouatta palliata,Mammalia,US,PA,75,specimens,S,W
2000,I,Ateles geoffroyi,Mammalia,SV,GT,,live,Q,C
2000,I,Brachyteles arachnoides,Mammalia,US,BR,8,specimens,S,C
2000,I,Brachyteles arachnoides,Mammalia,US,BR,1,specimens,S,W
2000,I,Balaena spp.,Mammalia,MC,DE,10,bone carvings,Q,O
2000,I,Balaena mysticetus,Mammalia,BM,CA,,bones,P,O
2000,I,Balaena mysticetus,Mammalia,CA,US,,specimens,S,W
2000,I,Balaena mysticetus,Mammalia,CA,US,76,specimens,S,W
2000,I,Balaena mysticetus,Mammalia,DK,GL,1,bones,P,W
2000,I,Balaena mysticetus,Mammalia,GB,US,1,bone pieces,S,W
2000,I,Balaena mysticetus,Mammalia,US,CA,,unspecified,P,I
2000,I,Balaena mysticetus,Mammalia,US,CA,2,specimens,S,W
2000,I,Balaena mysticetus,Mammalia,US,RU,21,specimens,S,W
2000,I,Balaenidae spp.,Mammalia,CA,SG,2,bones,Q,U
2000,I,Eubalaena spp.,Mammalia,CA,BR,,specimens,S,W
2000,I,Eubalaena spp.,Mammalia,NZ,AU,,bones,,I
2000,I,Eubalaena spp.,Mammalia,NZ,FJ,,teeth,P,W
2000,I,Eubalaena spp.,Mammalia,NZ,GB,,teeth,,I
2000,I,Eubalaena spp.,Mammalia,NZ,TO,,bones,P,W
2000,I,Eubalaena spp.,Mammalia,NZ,TO,,bones,,I
2000,I,Eubalaena spp.,Mammalia,NZ,TO,,carvings,P,W
2000,I,Eubalaena spp.,Mammalia,NZ,TO,,carvings,,I
2000,I,Eubalaena spp.,Mammalia,NZ,TO,,teeth,,I
2000,I,Eubalaena spp.,Mammalia,NZ,US,,bones,,I
2000,I,Eubalaena spp.,Mammalia,US,CA,,specimens,S,W
2000,I,Eubalaena australis,Mammalia,CA,BR,50,specimens,S,W
2000,I,Eubalaena australis,Mammalia,JP,ZZ,,specimens,S,W
2000,I,Eubalaena australis,Mammalia,US,AQ,,specimens,,W
2000,I,Eubalaena australis,Mammalia,US,AR,26,specimens,S,W
2000,I,Eubalaena glacialis,Mammalia,CA,IE,,specimens,S,W
2000,I,Eubalaena glacialis,Mammalia,CA,IE,3,specimens,S,W
2000,I,Eubalaena glacialis,Mammalia,US,GA,1,skin pieces,M,W
2000,I,Eubalaena glacialis,Mammalia,US,PT,,specimens,S,W
2000,I,Balaenoptera spp.,Mammalia,CH,FR,3,carvings,P,O
2000,I,Balaenoptera spp.,Mammalia,US,ES,,bones,E,W
2000,I,Balaenoptera spp.,Mammalia,US,HK,1,specimens,S,W
2000,I,Balaenoptera acutorostrata,Mammalia,CA,DK,1,bones,Q,O
2000,I,Balaenoptera acutorostrata,Mammalia,CA,GL,,bone pieces,S,W
2000,I,Balaenoptera acutorostrata,Mammalia,CA,NO,3,specimens,S,W
2000,I,Balaenoptera acutorostrata,Mammalia,CH,GL,1,unspecified,P,W
2000,I,Balaenoptera acutorostrata,Mammalia,DK,GL,,bones,P,W
2000,I,Balaenoptera acutorostrata,Mammalia,DK,GL,,carvings,P,W
2000,I,Balaenoptera acutorostrata,Mammalia,DK,GL,1,unspecified,P,W
2000,I,Balaenoptera acutorostrata,Mammalia,DK,NO,67,specimens,S,W
2000,I,Balaenoptera acutorostrata,Mammalia,GB,GL,1,unspecified,P,W
2000,I,Balaenoptera acutorostrata,Mammalia,GB,NO,90,specimens,S,W
2000,I,Balaenoptera acutorostrata,Mammalia,JP,ZZ,,bodies,S,W
2000,I,Balaenoptera acutorostrata,Mammalia,NO,GL,1,unspecified,P,W
2000,I,Balaenoptera bonaerensis,Mammalia,JP,ZZ,,bodies,S,W
2000,I,Balaenoptera bonaerensis,Mammalia,JP,ZZ,,specimens,S,W
2000,I,Balaenoptera borealis,Mammalia,JP,ZZ,,specimens,S,W
2000,I,Balaenoptera borealis,Mammalia,US,CA,2,specimens,S,W
2000,I,Balaenoptera edeni,Mammalia,JP,ZZ,,bodies,S,W
2000,I,Balaenoptera edeni,Mammalia,JP,ZZ,,specimens,S,W
2000,I,Balaenoptera edeni,Mammalia,US,AN,,specimens,,W
2000,I,Balaenoptera edeni,Mammalia,US,XX,,specimens,S,W
2000,I,Balaenoptera musculus,Mammalia,GB,CA,24,specimens,S,W
2000,I,Balaenoptera musculus,Mammalia,GB,FK,3,bones,P,W
2000,I,Balaenoptera musculus,Mammalia,JP,ZZ,,specimens,S,W
2000,I,Balaenoptera musculus,Mammalia,US,AU,2,specimens,S,W
2000,I,Balaenoptera musculus,Mammalia,US,CA,1,skeletons,E,W
2000,I,Balaenoptera musculus,Mammalia,US,CA,25,specimens,S,W
2000,I,Balaenoptera musculus,Mammalia,US,NO,1,specimens,S,W
2000,I,Balaenoptera musculus,Mammalia,US,XX,,specimens,S,W
2000,I,Balaenoptera physalus,Mammalia,CH,GB,,bone carvings,P,O
2000,I,Balaenoptera physalus,Mammalia,CH,GB,6,carvings,P,O
2000,I,Balaenoptera physalus,Mammalia,CH,GB,,teeth,P,O
2000,I,Balaenoptera physalus,Mammalia,DE,GL,5,bones,P,W
2000,I,Balaenoptera physalus,Mammalia,DK,GL,1.5,meat,P,W
2000,I,Balaenoptera physalus,Mammalia,GB,BS,1,specimens,S,W
2000,I,Balaenoptera physalus,Mammalia,GB,CA,54,specimens,S,W
2000,I,Balaenoptera physalus,Mammalia,US,CA,1,specimens,S,W
2000,I,Balaenoptera physalus,Mammalia,US,CA,2,specimens,S,W
2000,I,Balaenoptera physalus,Mammalia,US,GB,,bone carvings,P,O
2000,I,Balaenoptera physalus,Mammalia,US,GB,1,carvings,T,O
2000,I,Balaenoptera physalus,Mammalia,US,NO,7,specimens,S,W
2000,I,Balaenoptera physalus,Mammalia,US,PH,,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,AU,BR,4,skin pieces,S,W
2000,I,Megaptera novaeangliae,Mammalia,AU,JP,27,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,CA,BR,,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,CA,BR,100,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,GB,CA,8,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,JP,ZZ,,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,NZ,NC,65,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,NZ,US,3,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,NZ,US,26,specimens,,W
2000,I,Megaptera novaeangliae,Mammalia,US,CA,67,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,US,CA,2,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,US,FR,,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,US,GA,12,skin pieces,M,W
2000,I,Megaptera novaeangliae,Mammalia,US,GA,100,skin pieces,S,W
2000,I,Megaptera novaeangliae,Mammalia,US,GA,,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,US,JP,110,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,US,MX,350,specimens,S,W
2000,I,Megaptera novaeangliae,Mammalia,US,MX,,specimens,,W
2000,I,Megaptera novaeangliae,Mammalia,US,NO,3,specimens,S,W
2000,I,Acrantophis dumerili,Reptilia,CA,US,,live,B,F
2000,I,Acrantophis dumerili,Reptilia,CA,US,,live,P,F
2000,I,Acrantophis dumerili,Reptilia,CA,US,5,live,T,F
2000,I,Acrantophis dumerili,Reptilia,DK,DE,,live,T,C
2000,I,Acrantophis dumerili,Reptilia,US,MG,0.4,specimens,S,W
2000,I,Acrantophis dumerili,Reptilia,US,MG,,specimens,S,W
2000,I,Acrantophis madagascariensis,Reptilia,CA,US,3,live,T,C
2000,I,Acrantophis madagascariensis,Reptilia,DK,DE,,live,P,C
2000,I,Acrantophis madagascariensis,Reptilia,GB,DK,4,live,T,C
2000,I,Acrantophis madagascariensis,Reptilia,JP,SE,3,live,T,D
2000,I,Acrantophis madagascariensis,Reptilia,SE,DK,2,live,T,C
2000,I,Acrantophis madagascariensis,Reptilia,US,MG,,specimens,S,W
2000,I,Boa constrictor occidentalis,Reptilia,CA,US,1,live,P,U
2000,I,Boa constrictor occidentalis,Reptilia,LK,RU,2,live,Z,C
2000,I,Boa constrictor occidentalis,Reptilia,RU,LK,2,live,Z,C
2000,I,Epicrates subflavus,Reptilia,GB,JE,6,live,B,C
2000,I,Epicrates subflavus,Reptilia,RU,GB,,live,Z,C
2000,I,Epicrates subflavus,Reptilia,RU,JE,2,live,B,C
2000,I,Epicrates subflavus,Reptilia,US,BE,16,live,T,C
2000,I,Epicrates subflavus,Reptilia,US,JE,25,live,B,C
2000,I,Sanzinia madagascariensis,Reptilia,CZ,BE,2,live,Z,I
2000,I,Sanzinia madagascariensis,Reptilia,DK,DE,,live,P,C
2000,I,Sanzinia madagascariensis,Reptilia,GB,DK,2,live,T,C
2000,I,Sanzinia madagascariensis,Reptilia,HU,DE,2,live,T,C
2000,I,Sanzinia madagascariensis,Reptilia,IT,DK,1,live,T,C
2000,I,Sanzinia madagascariensis,Reptilia,SK,BE,2,live,Z,I
2000,I,Sanzinia madagascariensis,Reptilia,US,MG,0.1,specimens,S,W
2000,I,Casarea dussumieri,Reptilia,GB,JE,30,bodies,S,U
2000,I,Casarea dussumieri,Reptilia,GB,JE,1,bodies,S,C
2000,I,Casarea dussumieri,Reptilia,GB,JE,,specimens,S,C
2000,I,Addax nasomaculatus,Mammalia,CO,MX,1,trophies,H,C
2000,I,Addax nasomaculatus,Mammalia,CZ,NL,2,live,Z,C
2000,I,Addax nasomaculatus,Mammalia,CZ,SK,1,live,Z,C
2000,I,Addax nasomaculatus,Mammalia,ES,US,1,trophies,H,F
2000,I,Addax nasomaculatus,Mammalia,FR,US,,trophies,H,C
2000,I,Addax nasomaculatus,Mammalia,HR,DE,1,live,Z,C
2000,I,Addax nasomaculatus,Mammalia,MX,US,,live,B,F
2000,I,Addax nasomaculatus,Mammalia,MX,US,11,live,T,F
2000,I,Addax nasomaculatus,Mammalia,MX,US,,live,Z,C
2000,I,Addax nasomaculatus,Mammalia,PT,CZ,1,live,Z,C
2000,I,Addax nasomaculatus,Mammalia,PT,ZA,1,trophies,H,C
2000,I,Addax nasomaculatus,Mammalia,PT,ZA,1,trophies,P,C
2000,I,Addax nasomaculatus,Mammalia,PT,ZA,2,trophies,P,F
2000,I,Addax nasomaculatus,Mammalia,QA,IL,6,live,Z,C
2000,I,Addax nasomaculatus,Mammalia,US,CA,8,live,B,C
2000,I,Addax nasomaculatus,Mammalia,US,CA,,live,T,C
2000,I,Addax nasomaculatus,Mammalia,US,CA,,live,T,F
2000,I,Addax nasomaculatus,Mammalia,US,CA,,live,Z,C
2000,I,Bison spp.,Mammalia,US,FR,8,carvings,Q,O
2000,I,Bos gaurus,Mammalia,EE,US,,live,Z,
2000,I,Bos gaurus,Mammalia,EE,US,4,live,,C
2000,I,Bos gaurus,Mammalia,FR,CH,,trophies,H,O
2000,I,Bos gaurus,Mammalia,FR,CH,1,trophies,,W
2000,I,Bos gaurus,Mammalia,ID,SG,,live,Z,C
2000,I,Bos gaurus,Mammalia,SE,US,,specimens,S,F
2000,I,Bos mutus,Mammalia,ES,CN,1,trophies,H,W
2000,I,Bos mutus,Mammalia,HU,NL,1,live,Z,C
2000,I,Bos mutus,Mammalia,JP,CN,4100,hair,T,C
2000,I,Bos mutus,Mammalia,NZ,NP,,bones,,I
2000,I,Bos mutus,Mammalia,US,RU,,trophies,H,I
2000,I,Bubalus spp.,Mammalia,US,GB,3,carvings,T,O
2000,I,Bubalus depressicornis,Mammalia,DE,CZ,1,live,Z,C
2000,I,Capra falconeri,Mammalia,AE,NL,1,live,T,C
2000,I,Capra falconeri,Mammalia,AE,NL,9,live,Z,C
2000,I,Capra falconeri,Mammalia,AE,NL,,live,,C
2000,I,Capra falconeri,Mammalia,AT,US,1,trophies,,C
2000,I,Capra falconeri,Mammalia,CZ,RU,1,live,Z,C
2000,I,Capra falconeri,Mammalia,DK,PK,,trophies,H,W
2000,I,Capra falconeri,Mammalia,DK,PK,1,trophies,T,W
2000,I,Capra falconeri,Mammalia,ES,PK,,trophies,H,W
2000,I,Capra falconeri,Mammalia,ES,PK,1,trophies,T,W
2000,I,Capra falconeri,Mammalia,ES,US,1,trophies,H,F
2000,I,Capra falconeri,Mammalia,FR,CH,,trophies,H,O
2000,I,Capra falconeri,Mammalia,FR,CH,2,trophies,,W
2000,I,Capra falconeri,Mammalia,FR,US,,trophies,H,C
2000,I,Capra falconeri,Mammalia,FR,US,1,trophies,,C
2000,I,Capra falconeri,Mammalia,KR,US,,live,Z,D
2000,I,Capra falconeri,Mammalia,KZ,SK,,live,Z,C
2000,I,Capra falconeri,Mammalia,MX,PK,,trophies,H,W
2000,I,Capra falconeri,Mammalia,MX,PK,1,trophies,P,W
2000,I,Capra falconeri,Mammalia,MX,PK,1,trophies,T,W
2000,I,Capra falconeri,Mammalia,MX,US,3,live,T,C
2000,I,Capra falconeri,Mammalia,MX,US,,live,Z,F
2000,I,Capra falconeri,Mammalia,NZ,GB,,horn pieces,P,W
2000,I,Capra falconeri,Mammalia,RU,CZ,1,live,Z,C
2000,I,Capra falconeri,Mammalia,SK,KZ,,live,Z,C
2000,I,Capra falconeri,Mammalia,US,GB,,trophies,P,W
2000,I,Capricornis sumatraensis,Mammalia,US,LA,,horn pieces,P,I
2000,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,,I
2000,I,Capricornis sumatraensis,Mammalia,US,LA,,horn pieces,P,I
2000,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,P,I
2000,I,Capricornis sumatraensis,Mammalia,US,LA,,horns,,I
2000,I,Capricornis sumatraensis,Mammalia,US,LA,,unspecified,P,I
2000,I,Hippotragus niger variani,Mammalia,US,CA,,trophies,P,O
2000,I,Naemorhedus goral,Mammalia,DE,PL,,live,Z,F
2000,I,Nanger dama,Mammalia,MA,DE,,live,Z,C
2000,I,Oryx dammah,Mammalia,AE,BH,,live,,C
2000,I,Oryx dammah,Mammalia,AT,US,1,trophies,H,F
